Order,Creation Date,Total Value,Client Hash
1467891368131-01,2024-10-09 17:30:54+00:00,160.88,0f6d7d7f7587d063aa8bd9afdb18ac788795a21c10c8bc8cbd20e8a896a618d8
1467891368129-01,2024-10-09 17:30:32+00:00,186.75,577cba0848707b4707386a47a3cf7a558d9a67df746a8d472d6906a64687997c
1467881368127-01,2024-10-09 17:11:42+00:00,376.49,f5d77d80ed74a8a7eb724c1fbe3d7e7069428abcff367be424b82a25ca6affca
1467881368127-01,2024-10-09 17:11:42+00:00,376.49,f5d77d80ed74a8a7eb724c1fbe3d7e7069428abcff367be424b82a25ca6affca
1467881368127-01,2024-10-09 17:11:42+00:00,376.49,f5d77d80ed74a8a7eb724c1fbe3d7e7069428abcff367be424b82a25ca6affca
1467881368125-01,2024-10-09 17:04:29+00:00,190.0,a67f5fb9402e9575720c2611a0e5e47c21d9e29ac57047d3e7bc98d1fe9de238
1467881368123-01,2024-10-09 16:55:48+00:00,190.0,57b496491a73a866a5ed6246bf392cea0c4964d711f86d4cff8d4f326ab7573b
1467871368121-01,2024-10-09 16:03:12+00:00,459.0,1a72188bd49ffed08a7a17d765f0adfb35f18f0cc17dc258794824771be08fe5
1467871368121-01,2024-10-09 16:03:12+00:00,459.0,1a72188bd49ffed08a7a17d765f0adfb35f18f0cc17dc258794824771be08fe5
1467871368121-01,2024-10-09 16:03:12+00:00,459.0,1a72188bd49ffed08a7a17d765f0adfb35f18f0cc17dc258794824771be08fe5
1467871368119-01,2024-10-09 15:39:13+00:00,343.88,fe160e643f3354ad08e8b2d6413bcbde4c1a631d8db336e8a6dcd4f6b98d4f52
1467871368119-01,2024-10-09 15:39:13+00:00,343.88,fe160e643f3354ad08e8b2d6413bcbde4c1a631d8db336e8a6dcd4f6b98d4f52
1467871368117-01,2024-10-09 15:38:24+00:00,239.58,c8fd08704af1f629e0f0b1d537969c1bf95b77c26df046c417915a56cbdf3d39
1467871368117-01,2024-10-09 15:38:24+00:00,239.58,c8fd08704af1f629e0f0b1d537969c1bf95b77c26df046c417915a56cbdf3d39
1467871368117-01,2024-10-09 15:38:24+00:00,239.58,c8fd08704af1f629e0f0b1d537969c1bf95b77c26df046c417915a56cbdf3d39
1467861368115-01,2024-10-09 15:26:47+00:00,328.96,53b0b8b32022ad1d1983ca6794e6b2c056e71f1485f8adf9d86bc9665b1821cd
1467861368115-01,2024-10-09 15:26:47+00:00,328.96,53b0b8b32022ad1d1983ca6794e6b2c056e71f1485f8adf9d86bc9665b1821cd
1467861368113-01,2024-10-09 15:11:53+00:00,420.0,7ea288af7b3af32d1a79ba60a2e1cf92f91132b37e023cc4cdceb61c1671093e
1467861368113-01,2024-10-09 15:11:53+00:00,420.0,7ea288af7b3af32d1a79ba60a2e1cf92f91132b37e023cc4cdceb61c1671093e
1467851368111-01,2024-10-09 14:21:09+00:00,318.67,9b75643f5babb02692078e129ef3e863f425fd0893695cc488b2b28f55e28f73
1467851368111-01,2024-10-09 14:21:09+00:00,318.67,9b75643f5babb02692078e129ef3e863f425fd0893695cc488b2b28f55e28f73
1467851368109-01,2024-10-09 14:17:13+00:00,488.38,2cfa684c35367ded5b96cf4a3caeb4dce4f3fcdbac1a57a1600ca7a7ffc505ba
1467851368109-01,2024-10-09 14:17:13+00:00,488.38,2cfa684c35367ded5b96cf4a3caeb4dce4f3fcdbac1a57a1600ca7a7ffc505ba
1467851368109-01,2024-10-09 14:17:13+00:00,488.38,2cfa684c35367ded5b96cf4a3caeb4dce4f3fcdbac1a57a1600ca7a7ffc505ba
1467601367983-01,2024-10-08 12:45:02+00:00,157.88,a9e7462ce81a455ee907a67e5f031cedf33d0fb9c3aeb100955f5842c1d986a3
1467371367865-01,2024-10-07 13:33:20+00:00,157.51,c95433f2263e763de61de52a398642dc0307fd36aef517158afe4b02dedb18f0
1467371367863-01,2024-10-07 13:30:15+00:00,154.45,252681988ce2d746110d2376b5c39677b8dbbb36c19aec6f7e88cfe180fb0731
1467601367979-01,2024-10-08 12:35:35+00:00,116.17,b9e8b2f94e7a1a55d5480f4f8cb3c6ed92a0f051dd100a5a0634fb0649fa955a
1467591367977-01,2024-10-08 11:48:40+00:00,190.88,36aef66a89ffb130eebe4079bfadf2fe69e32379255c34f08601d88518da3211
1467361367861-01,2024-10-07 13:22:11+00:00,182.38,8cd568629ea0174a8aa4911cf78bd16234c9ff9a520544aea5707c326dde7e77
1467361367859-01,2024-10-07 13:21:39+00:00,254.88,99f0640acfde9372c79b2511433e4e337bb43b3ed3876e00a00077a8abe2f88f
1467361367859-01,2024-10-07 13:21:39+00:00,254.88,99f0640acfde9372c79b2511433e4e337bb43b3ed3876e00a00077a8abe2f88f
1467591367975-01,2024-10-08 11:47:59+00:00,300.88,1e5b92cb05183441a9a0ec39fa0765701316ebf6e1cf675d4027a595ffa1acfb
1467591367975-01,2024-10-08 11:47:59+00:00,300.88,1e5b92cb05183441a9a0ec39fa0765701316ebf6e1cf675d4027a595ffa1acfb
1467351367857-01,2024-10-07 11:54:10+00:00,128.74,d92861cb2839d48bc02f7b6f913e4a18c28a14d7b0557dac18cd4abdcf8dfae7
1467351367857-01,2024-10-07 11:54:10+00:00,128.74,d92861cb2839d48bc02f7b6f913e4a18c28a14d7b0557dac18cd4abdcf8dfae7
1467591367973-01,2024-10-08 11:33:32+00:00,192.76,f91c3ffe22cf262aed00604e6ef84245ebc995a66270082bb253e91dcb27b60b
1467591367973-01,2024-10-08 11:33:32+00:00,192.76,f91c3ffe22cf262aed00604e6ef84245ebc995a66270082bb253e91dcb27b60b
1467351367855-01,2024-10-07 11:50:50+00:00,190.88,431f1252e5925827755e959f89ebdadf6fffc80d9c2ea30ccaf092c5940bad56
1467591367971-01,2024-10-08 11:31:34+00:00,190.88,d8fe1e4915ca5d3e770c93f1b0de7cdbef936cdeefc701f156e25b6a9159c063
1467351367853-01,2024-10-07 11:40:24+00:00,363.88,1452890e5e2c5fb3408f9eee4a27da8363d9257a2ef99e58c87a3801fb13216a
1467351367853-01,2024-10-07 11:40:24+00:00,363.88,1452890e5e2c5fb3408f9eee4a27da8363d9257a2ef99e58c87a3801fb13216a
1467351367853-01,2024-10-07 11:40:24+00:00,363.88,1452890e5e2c5fb3408f9eee4a27da8363d9257a2ef99e58c87a3801fb13216a
1467581367969-01,2024-10-08 11:15:59+00:00,160.88,1cdf1923d4d7b50a392f3319b3a57aaf04c53bb05e41fe91a0ae35f6d90d8985
1467341367851-01,2024-10-07 11:29:29+00:00,403.88,746bc6564947ab7799c28601c696c5f57d2feac52c71ccd3e95ab50f5037ab59
1467341367851-01,2024-10-07 11:29:29+00:00,403.88,746bc6564947ab7799c28601c696c5f57d2feac52c71ccd3e95ab50f5037ab59
1467341367851-01,2024-10-07 11:29:29+00:00,403.88,746bc6564947ab7799c28601c696c5f57d2feac52c71ccd3e95ab50f5037ab59
1467581367967-01,2024-10-08 11:15:44+00:00,711.0,79be857330fc92362b3ed6ef525c212056ad79ae0382492b849a600a9ad5a2c5
1467581367967-01,2024-10-08 11:15:44+00:00,711.0,79be857330fc92362b3ed6ef525c212056ad79ae0382492b849a600a9ad5a2c5
1467341367849-01,2024-10-07 11:24:06+00:00,137.73,ddd309de3b03857c702cbd0b1b5abf7c0bb516c26aee86090c89b92257c75d22
1467581367965-01,2024-10-08 11:12:03+00:00,729.0,6615a34ac7d9571d9bff013a08a80adbc5a2639e29db16a67e50c53a7fe36b59
1467581367965-01,2024-10-08 11:12:03+00:00,729.0,6615a34ac7d9571d9bff013a08a80adbc5a2639e29db16a67e50c53a7fe36b59
1467581367965-01,2024-10-08 11:12:03+00:00,729.0,6615a34ac7d9571d9bff013a08a80adbc5a2639e29db16a67e50c53a7fe36b59
1467581367965-01,2024-10-08 11:12:03+00:00,729.0,6615a34ac7d9571d9bff013a08a80adbc5a2639e29db16a67e50c53a7fe36b59
1467581367965-01,2024-10-08 11:12:03+00:00,729.0,6615a34ac7d9571d9bff013a08a80adbc5a2639e29db16a67e50c53a7fe36b59
1467341367847-01,2024-10-07 11:22:34+00:00,153.83,a50611a3376700e4bb7bf9347b7151f7e2e862a4dc0e4c0e5f088d3691871723
1467581367963-01,2024-10-08 11:05:46+00:00,194.31,7e1f72c00e9414c3f12c8125777c08ce219d2e1ce4f31a4bea5cad480b145936
1467581367961-01,2024-10-08 11:00:23+00:00,153.49,a072d3e82d71206fb8f192c6c9cd528f5e4056bcefa22b027d09000ef56bb64f
1467341367843-01,2024-10-07 10:59:31+00:00,696.88,119af5d155dd17510e07b4a1c2a0f462b2bced1bdcefa077fd9a87045d752462
1467341367843-01,2024-10-07 10:59:31+00:00,696.88,119af5d155dd17510e07b4a1c2a0f462b2bced1bdcefa077fd9a87045d752462
1467341367843-01,2024-10-07 10:59:31+00:00,696.88,119af5d155dd17510e07b4a1c2a0f462b2bced1bdcefa077fd9a87045d752462
1467341367843-01,2024-10-07 10:59:31+00:00,696.88,119af5d155dd17510e07b4a1c2a0f462b2bced1bdcefa077fd9a87045d752462
1467341367843-01,2024-10-07 10:59:31+00:00,696.88,119af5d155dd17510e07b4a1c2a0f462b2bced1bdcefa077fd9a87045d752462
1467331367841-01,2024-10-07 10:09:04+00:00,190.88,7683ba88792627400aaaa178ab11150406d84026a0b962dcf707c7dc4e6d5a99
1467581367959-01,2024-10-08 10:33:32+00:00,141.85,8461eddcdf3235c4953333a4ab122eac17b040d4f46ce3418ba1e970654d71bc
1467331367839-01,2024-10-07 10:06:24+00:00,375.41,c9377b6ede902e42f9b26596d7a93eb24d296503a59d0d5c22f5a155db4c642c
1467331367839-01,2024-10-07 10:06:24+00:00,375.41,c9377b6ede902e42f9b26596d7a93eb24d296503a59d0d5c22f5a155db4c642c
1467581367957-01,2024-10-08 10:31:31+00:00,192.07,1d9a641bcdaf494de339fa06baaadd6d3ba9ccdd6bd797c1c64ab45b0b8a5567
1467581367957-01,2024-10-08 10:31:31+00:00,192.07,1d9a641bcdaf494de339fa06baaadd6d3ba9ccdd6bd797c1c64ab45b0b8a5567
1467331367835-01,2024-10-07 09:54:17+00:00,216.0,1a419a8a4d5de9c7c7256f0c8564bd96cc4f119afe188dd8778750ed23ad63d0
1467331367835-01,2024-10-07 09:54:17+00:00,216.0,1a419a8a4d5de9c7c7256f0c8564bd96cc4f119afe188dd8778750ed23ad63d0
1467571367953-01,2024-10-08 10:05:23+00:00,344.68,e9029979c1f6539eb5631e2ae5d6c569d3a89558003f6a8ce402f1d185e7b18f
1467571367953-01,2024-10-08 10:05:23+00:00,344.68,e9029979c1f6539eb5631e2ae5d6c569d3a89558003f6a8ce402f1d185e7b18f
1467321367833-01,2024-10-07 09:28:36+00:00,402.92,6a7f5555bf9003429d0df85d79eecb50ed8543f73ea75ae3fe4c0dfb6c3f0201
1467321367833-01,2024-10-07 09:28:36+00:00,402.92,6a7f5555bf9003429d0df85d79eecb50ed8543f73ea75ae3fe4c0dfb6c3f0201
1467571367951-01,2024-10-08 10:02:11+00:00,345.0,549dec552ce2ee51825b52d7e410e9a10d4ae6b321d7a713aed56feb445f33df
1467321367831-01,2024-10-07 09:23:48+00:00,158.5,68b4278de66f699c382397acb43907f787b4cc6f90b6d601d41a337ea3826ec0
1467321367831-01,2024-10-07 09:23:48+00:00,158.5,68b4278de66f699c382397acb43907f787b4cc6f90b6d601d41a337ea3826ec0
1467571367947-01,2024-10-08 09:31:47+00:00,340.88,0a65cd0bfe32b4cada6749a5976b2cdf3082799871d0e272cee61a1c9b2c167e
1467321367829-01,2024-10-07 09:16:54+00:00,100.0,367c92a35b08451a774b794d535175aed3023d99138b2043fd0766d87ecb3624
1467321367829-01,2024-10-07 09:16:54+00:00,100.0,367c92a35b08451a774b794d535175aed3023d99138b2043fd0766d87ecb3624
1467561367945-01,2024-10-08 08:48:02+00:00,750.0,c44aded812ac0c0870f59bd9f2fc6be77a5f06897935424cc0fb70b0152c668e
1467561367945-01,2024-10-08 08:48:02+00:00,750.0,c44aded812ac0c0870f59bd9f2fc6be77a5f06897935424cc0fb70b0152c668e
1467561367945-01,2024-10-08 08:48:02+00:00,750.0,c44aded812ac0c0870f59bd9f2fc6be77a5f06897935424cc0fb70b0152c668e
1467561367945-01,2024-10-08 08:48:02+00:00,750.0,c44aded812ac0c0870f59bd9f2fc6be77a5f06897935424cc0fb70b0152c668e
1467321367827-01,2024-10-07 09:08:28+00:00,176.58,a83082033a6e4422a1c2ebeda617577c2481301b1e5079a3af19aff48241fc67
1467321367827-01,2024-10-07 09:08:28+00:00,176.58,a83082033a6e4422a1c2ebeda617577c2481301b1e5079a3af19aff48241fc67
1467561367943-01,2024-10-08 08:44:31+00:00,288.86,78515f3e892be59d09e7030dadfa14211b315545971668299418cd66a82b85eb
1467561367943-01,2024-10-08 08:44:31+00:00,288.86,78515f3e892be59d09e7030dadfa14211b315545971668299418cd66a82b85eb
1467561367943-01,2024-10-08 08:44:31+00:00,288.86,78515f3e892be59d09e7030dadfa14211b315545971668299418cd66a82b85eb
1467321367823-01,2024-10-07 08:32:48+00:00,261.35,b94164481689a8ad0d4d961e2af2f2da5dfee15e68e9be864adc9d23f2fd832d
1467321367823-01,2024-10-07 08:32:48+00:00,261.35,b94164481689a8ad0d4d961e2af2f2da5dfee15e68e9be864adc9d23f2fd832d
1467561367939-01,2024-10-08 08:38:57+00:00,144.5,df619d9bdf8fb9dc2843e8ca00e2cd2ba738eec7bb1d218a39a1d3b76897f94d
1467311367821-01,2024-10-07 08:23:51+00:00,181.24,d6e3428014e8bc93de391d4b7303f663867a599e718cd142372ed8c3231f360b
1467551367937-01,2024-10-08 08:29:21+00:00,139.88,d9e3113aa5b8943cb9b2ba22b9d16ba2176b2cf0a8f0768778c415839076092f
1467301367819-01,2024-10-07 07:17:39+00:00,187.91,adbe156b24e794d2e9dd285223bc742f9521a21d9f2be5cbb5d9bd8c204d709e
1467301367819-01,2024-10-07 07:17:39+00:00,187.91,adbe156b24e794d2e9dd285223bc742f9521a21d9f2be5cbb5d9bd8c204d709e
1467541367935-01,2024-10-08 06:54:10+00:00,473.88,4d2689b302c143e80c0edb831d20696c48ba7fe334a0af98292f5409b0339238
1467541367935-01,2024-10-08 06:54:10+00:00,473.88,4d2689b302c143e80c0edb831d20696c48ba7fe334a0af98292f5409b0339238
1467541367935-01,2024-10-08 06:54:10+00:00,473.88,4d2689b302c143e80c0edb831d20696c48ba7fe334a0af98292f5409b0339238
1467541367935-01,2024-10-08 06:54:10+00:00,473.88,4d2689b302c143e80c0edb831d20696c48ba7fe334a0af98292f5409b0339238
1467301367817-01,2024-10-07 07:16:55+00:00,180.78,badfb5a0d10b310976ddc82add485efce9e037b8b73d06f97da1f91adfee2e38
1467471367933-01,2024-10-08 00:19:36+00:00,250.68,df4f58ecd70da35e63c6252adc368bb726db0614e207669e0ae128e2f6f36da4
1467251367815-01,2024-10-07 01:46:46+00:00,186.06,8d8ea98188ad38b263aec48ecb13647f74c752085c60bed77479a468ef2d466d
1467471367931-01,2024-10-08 00:15:19+00:00,280.88,979b3fd8cfdcfb0bea6156601ea7fe80cff0b7c3642d53a630a02a5e428047d6
1467251367813-01,2024-10-07 01:44:30+00:00,197.53,8524081896b6748c5fc06d20ce5f0e7c20b137b3f62792722a402f449f3a349d
1467251367813-01,2024-10-07 01:44:30+00:00,197.53,8524081896b6748c5fc06d20ce5f0e7c20b137b3f62792722a402f449f3a349d
1467471367929-01,2024-10-07 23:44:24+00:00,159.07,756065d8fe1490b93e783eb60410849ecd253297a51ad628836df50be8388b1b
1467241367811-01,2024-10-07 00:41:01+00:00,186.06,0a1aa234a045e27838666becf827526db4611034c1d51c8ecbb57048fe753e03
1467461367927-01,2024-10-07 23:05:08+00:00,310.66,55b9c8b8d2548b4c3f7f48028c95d5f782922c18ef28dd9fcd77db8cf4f00a97
1467461367927-01,2024-10-07 23:05:08+00:00,310.66,55b9c8b8d2548b4c3f7f48028c95d5f782922c18ef28dd9fcd77db8cf4f00a97
1467241367809-01,2024-10-07 00:30:56+00:00,191.88,827726d18106408043764367be1ab500be0eb850b95f5f452b5da93a2e7c47db
1467461367923-01,2024-10-07 22:46:36+00:00,187.21,d4cf8d8487ae2adf2ef5a6e0469c7665ba21e5601ab1d770e23ef0a49cf7e5fe
1467231367805-01,2024-10-06 23:38:54+00:00,181.24,4b8d692e021070ce7cc7d233fc4a2b4a37bdee3544987fe70b31129842ac59cc
1467231367805-01,2024-10-06 23:38:54+00:00,181.24,4b8d692e021070ce7cc7d233fc4a2b4a37bdee3544987fe70b31129842ac59cc
1467451367921-01,2024-10-07 22:19:49+00:00,138.65,035abd87e71fbcf67e2c4e6c33612678c830206ac194f2ed1e51f2aef61cc436
1467221367803-01,2024-10-06 23:04:08+00:00,146.88,85306f90fe5371b3b87edf98e4f35cb4801458e0fe8af7bc4493634a4b5c63be
1467451367919-01,2024-10-07 21:37:59+00:00,160.88,aaee94c67414e1ae931cba6e750aea9761eaee5aca437c787a7f722a31c9fbf9
1467221367801-01,2024-10-06 22:55:39+00:00,138.96,c06c509f01c4c22bfcd4281139384ed9cdffa08b310c3fb8d3b2c803a9f98073
1467441367913-01,2024-10-07 21:21:52+00:00,208.94,7b3c10cf9a4ca2ba89bcb2387bc96780d5107eb04549149c356cbc476cd9c351
1467221367799-01,2024-10-06 22:42:21+00:00,254.88,4f66975c7e7f8045151e43c96ddd69c74f0e3221cd8c7e1b879614541068f808
1467221367799-01,2024-10-06 22:42:21+00:00,254.88,4f66975c7e7f8045151e43c96ddd69c74f0e3221cd8c7e1b879614541068f808
1467441367911-01,2024-10-07 21:14:35+00:00,138.78,7116167a39c2bc9cc494aa209388fe676edf6583f4a33acc7e2c3706e9a81b78
1467221367797-01,2024-10-06 22:36:46+00:00,280.88,4441eec08bbc6327ec57bead81581d2dbe774edd2906a9a568cfee755374ec84
1467221367797-01,2024-10-06 22:36:46+00:00,280.88,4441eec08bbc6327ec57bead81581d2dbe774edd2906a9a568cfee755374ec84
1467441367909-01,2024-10-07 21:09:15+00:00,211.77,ea67a7de11a789c7e97a1281e41686016329b28b81c40bc5d4a457c71b5df35e
1467221367795-01,2024-10-06 22:31:48+00:00,126.54,23e436d32ce274ea0530f36e83a42364185decf2b547966007aa4555cdd7e8ff
1467431367907-01,2024-10-07 20:22:16+00:00,152.78,861aebb2db9a1af87e3fc4b53701a3a2172a995a506ee66c8cf33ca1d9b9e9ab
1467211367793-01,2024-10-06 22:15:37+00:00,325.05,4011c62f074b8f580793fcf38b466fd2fe4e98c73619bd730f16e0c691410842
1467211367793-01,2024-10-06 22:15:37+00:00,325.05,4011c62f074b8f580793fcf38b466fd2fe4e98c73619bd730f16e0c691410842
1467421367905-01,2024-10-07 18:42:45+00:00,209.21,7aaf3ec60ae55cc474d44805aa60350ecc2c08e79df12ca6df07cd3147a1ed67
1467201367791-01,2024-10-06 21:14:52+00:00,165.38,ac6d0083720007abed8a1fe0cea58b5e00aa4b67d14ef4cdfd3610f7334ee1e5
1467201367789-01,2024-10-06 21:13:16+00:00,430.0,9d42dafb480dd5a45a5bcfce96b26553ef13cf287107b54f9d5f0ccec124982b
1467201367789-01,2024-10-06 21:13:16+00:00,430.0,9d42dafb480dd5a45a5bcfce96b26553ef13cf287107b54f9d5f0ccec124982b
1467421367903-01,2024-10-07 18:37:38+00:00,353.88,1b69d84d33cc330c2dc6d18b18e74aa13fe7ee1fbecf8841039025fbd53c835f
1467421367903-01,2024-10-07 18:37:38+00:00,353.88,1b69d84d33cc330c2dc6d18b18e74aa13fe7ee1fbecf8841039025fbd53c835f
1467201367787-01,2024-10-06 20:43:38+00:00,280.88,d64810d0607b70ec38a5289d5ad7650bbf976a4068e530b5418dd6b6dda28445
1467201367787-01,2024-10-06 20:43:38+00:00,280.88,d64810d0607b70ec38a5289d5ad7650bbf976a4068e530b5418dd6b6dda28445
1467421367901-01,2024-10-07 18:36:32+00:00,153.83,ffee89bfc2e92dce242980c53a1b451ad82782ce2d473d0ff3e71b856aad96e1
1467191367785-01,2024-10-06 20:06:52+00:00,586.2,7fa9bdc048e570125f99d97076336ef403ca7167cbb69e261a29781f10c2f3dc
1467191367785-01,2024-10-06 20:06:52+00:00,586.2,7fa9bdc048e570125f99d97076336ef403ca7167cbb69e261a29781f10c2f3dc
1467191367785-01,2024-10-06 20:06:52+00:00,586.2,7fa9bdc048e570125f99d97076336ef403ca7167cbb69e261a29781f10c2f3dc
1467191367785-01,2024-10-06 20:06:52+00:00,586.2,7fa9bdc048e570125f99d97076336ef403ca7167cbb69e261a29781f10c2f3dc
1467421367899-01,2024-10-07 18:32:47+00:00,620.0,262fa816376f836385dfd2e9572a9389c1947c1385ac1d3cf65c832044b9f0d1
1467421367899-01,2024-10-07 18:32:47+00:00,620.0,262fa816376f836385dfd2e9572a9389c1947c1385ac1d3cf65c832044b9f0d1
1467421367899-01,2024-10-07 18:32:47+00:00,620.0,262fa816376f836385dfd2e9572a9389c1947c1385ac1d3cf65c832044b9f0d1
1467421367899-01,2024-10-07 18:32:47+00:00,620.0,262fa816376f836385dfd2e9572a9389c1947c1385ac1d3cf65c832044b9f0d1
1467191367783-01,2024-10-06 20:04:24+00:00,160.88,d8b7a82889830ac776cae1fa9afc3e80f7f12efec294a0ee51a07db47922247c
1467421367897-01,2024-10-07 18:30:32+00:00,60.0,23a00fb001435051f3e987cb5945a2cb5c1d740995a08eb7e628ef6cf35be8b7
1467421367897-01,2024-10-07 18:30:32+00:00,60.0,23a00fb001435051f3e987cb5945a2cb5c1d740995a08eb7e628ef6cf35be8b7
1467421367897-01,2024-10-07 18:30:32+00:00,60.0,23a00fb001435051f3e987cb5945a2cb5c1d740995a08eb7e628ef6cf35be8b7
1467191367780-01,2024-10-06 19:59:16+00:00,210.88,045115fb2cc630afb4fda5488fd50b88aaf971674cc4d099efe2d11afd4f0b44
1467411367895-01,2024-10-07 18:28:23+00:00,855.0,5a6fbe2f4f35d39714f045b94cb4a2f0145d7f3c1590e87ec2d19a12cea503a3
1467411367895-01,2024-10-07 18:28:23+00:00,855.0,5a6fbe2f4f35d39714f045b94cb4a2f0145d7f3c1590e87ec2d19a12cea503a3
1467411367895-01,2024-10-07 18:28:23+00:00,855.0,5a6fbe2f4f35d39714f045b94cb4a2f0145d7f3c1590e87ec2d19a12cea503a3
1467411367895-01,2024-10-07 18:28:23+00:00,855.0,5a6fbe2f4f35d39714f045b94cb4a2f0145d7f3c1590e87ec2d19a12cea503a3
1467411367895-01,2024-10-07 18:28:23+00:00,855.0,5a6fbe2f4f35d39714f045b94cb4a2f0145d7f3c1590e87ec2d19a12cea503a3
1467181367776-01,2024-10-06 19:06:40+00:00,164.09,bd32517d0f7e9a864a5ade680e84480f03876e79a582fa9f3f3b76b6f51f26c6
1467411367893-01,2024-10-07 18:22:49+00:00,189.05,7aaf3ec60ae55cc474d44805aa60350ecc2c08e79df12ca6df07cd3147a1ed67
1467411367891-01,2024-10-07 17:59:39+00:00,159.97,7116ff20c5d676c65041406a69e5d1d6ceceb6aa6f73790073a5d76ed0c1da7d
1467181367774-01,2024-10-06 18:47:18+00:00,138.05,b73ff009b9dbc368490dc449b5dfc9094c3887d03b10e0b783a5c6ac550bcf90
1467401367889-01,2024-10-07 17:15:37+00:00,421.74,c6d4d69a92b43b71546df31e097d8a65e801e76fbdf05ebe8c35e4fd78d16344
1467401367889-01,2024-10-07 17:15:37+00:00,421.74,c6d4d69a92b43b71546df31e097d8a65e801e76fbdf05ebe8c35e4fd78d16344
1467401367889-01,2024-10-07 17:15:37+00:00,421.74,c6d4d69a92b43b71546df31e097d8a65e801e76fbdf05ebe8c35e4fd78d16344
1467181367772-01,2024-10-06 18:46:56+00:00,200.49,220bd9b86c00b4e97d689ae7f93affb771ec0d51c9e7dccc1ecf265611442a4c
1467181367772-01,2024-10-06 18:46:56+00:00,200.49,220bd9b86c00b4e97d689ae7f93affb771ec0d51c9e7dccc1ecf265611442a4c
1467401367887-01,2024-10-07 17:15:29+00:00,65.53,d8ee9c4204bdf5e3fb75e13c9b28647406241e595c8075d3b6d687fa52447853
1467171367770-01,2024-10-06 18:27:28+00:00,197.49,af8d5720f30fa8c4c8db1d96e561a57b9ed6b961adb11886e1538cfb7a49a9de
1467401367885-01,2024-10-07 16:34:00+00:00,201.0,7ea809a98a0e4ab257129db262cddf54f7ff40a9fadcd265a5d6e2a6771e7013
1467161367768-01,2024-10-06 17:18:06+00:00,283.23,a8080aa30b3ddde8409d09890d1abc1fc70298e7dfb687f86028e6f7020a3c73
1467161367768-01,2024-10-06 17:18:06+00:00,283.23,a8080aa30b3ddde8409d09890d1abc1fc70298e7dfb687f86028e6f7020a3c73
1467391367879-01,2024-10-07 15:59:17+00:00,184.05,eb721155a793d115596ca300d5295923671951bf6a383b6dc8b4f90af1e324e2
1467161367766-01,2024-10-06 17:09:14+00:00,145.05,8bb07f66c634fb888662aa5cbcde869ecc64e581ab415d84dc237b2df62d3db8
1467391367877-01,2024-10-07 15:59:04+00:00,394.57,0b98e9be03cc148fb0e7da16d197b5203960dcc803cb588cee1523d971c1766e
1467161367764-01,2024-10-06 16:53:29+00:00,144.81,b38196b20b3707c42eb2e3d51caf7b2d8968638c2907c0457944558e387c0a2f
1467151367762-01,2024-10-06 16:09:21+00:00,220.57,35849d0ab410b7570ba2f6e4e02741e1f6c5ffc4cccb5f9eec03b16423c93bf2
1467151367762-01,2024-10-06 16:09:21+00:00,220.57,35849d0ab410b7570ba2f6e4e02741e1f6c5ffc4cccb5f9eec03b16423c93bf2
1467381367875-01,2024-10-07 15:25:21+00:00,1160.0,f087a6ec6bb72b8cd639aaa83d70172d451826933fafe9d23ffc15f014449645
1467381367875-01,2024-10-07 15:25:21+00:00,1160.0,f087a6ec6bb72b8cd639aaa83d70172d451826933fafe9d23ffc15f014449645
1467381367875-01,2024-10-07 15:25:21+00:00,1160.0,f087a6ec6bb72b8cd639aaa83d70172d451826933fafe9d23ffc15f014449645
1467381367875-01,2024-10-07 15:25:21+00:00,1160.0,f087a6ec6bb72b8cd639aaa83d70172d451826933fafe9d23ffc15f014449645
1467381367875-01,2024-10-07 15:25:21+00:00,1160.0,f087a6ec6bb72b8cd639aaa83d70172d451826933fafe9d23ffc15f014449645
1467381367875-01,2024-10-07 15:25:21+00:00,1160.0,f087a6ec6bb72b8cd639aaa83d70172d451826933fafe9d23ffc15f014449645
1467381367875-01,2024-10-07 15:25:21+00:00,1160.0,f087a6ec6bb72b8cd639aaa83d70172d451826933fafe9d23ffc15f014449645
1467381367875-01,2024-10-07 15:25:21+00:00,1160.0,f087a6ec6bb72b8cd639aaa83d70172d451826933fafe9d23ffc15f014449645
1467381367873-01,2024-10-07 15:10:39+00:00,80.0,8d02cceb41c6af69fcb4a6f23f6edc19e010c3aff68b9f9e68641bc1f8d4d293
1467381367873-01,2024-10-07 15:10:39+00:00,80.0,8d02cceb41c6af69fcb4a6f23f6edc19e010c3aff68b9f9e68641bc1f8d4d293
1467151367760-01,2024-10-06 15:35:14+00:00,197.49,dd5ce4e23942ebc93a0947941669f51b228abb672648fe70dd40f607058790a1
1467141367758-01,2024-10-06 15:19:48+00:00,400.88,f76ca08ee061d6771b96f508cbad5b9b2adaac281aa60298fe66cb74bd62be6b
1467141367758-01,2024-10-06 15:19:48+00:00,400.88,f76ca08ee061d6771b96f508cbad5b9b2adaac281aa60298fe66cb74bd62be6b
1467141367758-01,2024-10-06 15:19:48+00:00,400.88,f76ca08ee061d6771b96f508cbad5b9b2adaac281aa60298fe66cb74bd62be6b
1467371367871-01,2024-10-07 14:06:53+00:00,128.7,b4dbb02462b72219820f8e2e570adfe59093821bd024e1e238fac6593c6e0ab0
1467371367871-01,2024-10-07 14:06:53+00:00,128.7,b4dbb02462b72219820f8e2e570adfe59093821bd024e1e238fac6593c6e0ab0
