Order,Creation Date,Total Value,Client Hash
1455881361731-01,2024-08-20 16:38:24+00:00,835.0,94330bffe03e99de799ebf55ec22c286effd6f8726bb98bb51d145e5bfcc9d1e
1455881361731-01,2024-08-20 16:38:24+00:00,835.0,94330bffe03e99de799ebf55ec22c286effd6f8726bb98bb51d145e5bfcc9d1e
1455881361731-01,2024-08-20 16:38:24+00:00,835.0,94330bffe03e99de799ebf55ec22c286effd6f8726bb98bb51d145e5bfcc9d1e
1456061361848-01,2024-08-21 11:28:40+00:00,283.17,8f908fe715ceada4a41a9e73194fdef78d123ce54ff1f312992a7db40d7bd443
1456061361848-01,2024-08-21 11:28:40+00:00,283.17,8f908fe715ceada4a41a9e73194fdef78d123ce54ff1f312992a7db40d7bd443
1455871361729-01,2024-08-20 16:13:58+00:00,460.88,704931ca9ed83fa0c0b8a94d2a3c33b200eaf9d90e565adfdade435fc041a49e
1455871361729-01,2024-08-20 16:13:58+00:00,460.88,704931ca9ed83fa0c0b8a94d2a3c33b200eaf9d90e565adfdade435fc041a49e
1455871361727-01,2024-08-20 15:59:44+00:00,191.42,bdfe6f6f0359a130d67c28cb6a19a0a819e5540a68a2a04c9a0e8a009979559c
1455871361727-01,2024-08-20 15:59:44+00:00,191.42,bdfe6f6f0359a130d67c28cb6a19a0a819e5540a68a2a04c9a0e8a009979559c
1456061361846-01,2024-08-21 11:26:43+00:00,565.38,0048f560cd26b5704d6a902dcac9348c71dbb3a555a37b437b9721a3cc9a0c97
1456061361846-01,2024-08-21 11:26:43+00:00,565.38,0048f560cd26b5704d6a902dcac9348c71dbb3a555a37b437b9721a3cc9a0c97
1456061361846-01,2024-08-21 11:26:43+00:00,565.38,0048f560cd26b5704d6a902dcac9348c71dbb3a555a37b437b9721a3cc9a0c97
1456061361846-01,2024-08-21 11:26:43+00:00,565.38,0048f560cd26b5704d6a902dcac9348c71dbb3a555a37b437b9721a3cc9a0c97
1455871361725-01,2024-08-20 15:43:23+00:00,326.88,7fb71ed6617359ea9b16834673e0df621b2cc9536fb6cf481df724f2311c0f04
1455871361725-01,2024-08-20 15:43:23+00:00,326.88,7fb71ed6617359ea9b16834673e0df621b2cc9536fb6cf481df724f2311c0f04
1456061361844-01,2024-08-21 10:46:09+00:00,257.05,333dac4e898bab135414117719536e7b410949277bc1201eaec9e2200807ff4a
1456061361844-01,2024-08-21 10:46:09+00:00,257.05,333dac4e898bab135414117719536e7b410949277bc1201eaec9e2200807ff4a
1456061361842-01,2024-08-21 10:33:37+00:00,113.76,3bed9dab70574348cfb104aa8bf7ce21102dd5701ecb132fb0834d530194540e
1456051361840-01,2024-08-21 10:17:32+00:00,106.63,57c9ec9193b361a081994212c23fca1514b0bdc4d4f1cca7031acd5a937597bb
1456051361838-01,2024-08-21 10:11:37+00:00,137.41,8c99e581763a4e58beebce8ae52ef106d4709a8c59167ac3f0b6d647e6b529ce
1455621361611-01,2024-08-19 15:08:01+00:00,227.88,692700f028c76e4cf9bb0e5d207300802db1ca5c096c28c6406e2a12c88234d8
1455861361723-01,2024-08-20 15:01:33+00:00,379.45,c3e0fe7f31768a0cbe575ac62ca2bebbf5e8d4e278b609595e981ade07b20fc2
1455861361723-01,2024-08-20 15:01:33+00:00,379.45,c3e0fe7f31768a0cbe575ac62ca2bebbf5e8d4e278b609595e981ade07b20fc2
1455861361721-01,2024-08-20 14:36:02+00:00,198.97,64b234c389f44cb28260f741ef4d2bb711c57bab76b527775f21a7f122f0f5c3
1455621361607-01,2024-08-19 14:32:39+00:00,134.88,134e12114ca8a032ae9730c0ea861db871aef404017241e21bf4014f8a35fc3c
1455851361719-01,2024-08-20 13:38:10+00:00,428.88,6d5e7fa1b3a461b3de7da4d4a56dcc3804633d731f6d0fd5b7edd10134e7cab1
1455851361719-01,2024-08-20 13:38:10+00:00,428.88,6d5e7fa1b3a461b3de7da4d4a56dcc3804633d731f6d0fd5b7edd10134e7cab1
1455851361719-01,2024-08-20 13:38:10+00:00,428.88,6d5e7fa1b3a461b3de7da4d4a56dcc3804633d731f6d0fd5b7edd10134e7cab1
1455621361605-01,2024-08-19 14:31:51+00:00,227.61,64a1a1aa53651d913c349921651961b9e62187b949e332df6c0a67124fd18176
1455851361717-01,2024-08-20 13:30:58+00:00,443.7,c6404f8402dba3b91047ff62ba483c4a79b173ba7208fa7806378a1673650b07
1455851361717-01,2024-08-20 13:30:58+00:00,443.7,c6404f8402dba3b91047ff62ba483c4a79b173ba7208fa7806378a1673650b07
1455851361717-01,2024-08-20 13:30:58+00:00,443.7,c6404f8402dba3b91047ff62ba483c4a79b173ba7208fa7806378a1673650b07
1455851361717-01,2024-08-20 13:30:58+00:00,443.7,c6404f8402dba3b91047ff62ba483c4a79b173ba7208fa7806378a1673650b07
1455621361603-01,2024-08-19 14:30:11+00:00,158.17,20a151b83937eb48db4b305e20a23b67ebed46e868d2e7405107e29dc2be0bd7
1455841361715-01,2024-08-20 13:27:50+00:00,176.58,e693fc9251bba136a5e66d709c36b619f0bf2408cc33c6bcfcfb83e3877b9b5d
1455841361715-01,2024-08-20 13:27:50+00:00,176.58,e693fc9251bba136a5e66d709c36b619f0bf2408cc33c6bcfcfb83e3877b9b5d
1455611361601-01,2024-08-19 14:12:49+00:00,368.38,fa51fb53df2261c41f32db2300f6062a12cfb7d7007889ca47a25286e0ce8419
1455611361601-01,2024-08-19 14:12:49+00:00,368.38,fa51fb53df2261c41f32db2300f6062a12cfb7d7007889ca47a25286e0ce8419
1455611361599-01,2024-08-19 14:02:48+00:00,190.88,9a994f2aba2458b4c819ebd514aaa7e2cf3b30b899d8e4fc8a4d6bb7140b8f68
1455841361711-01,2024-08-20 13:00:35+00:00,128.09,9a7fd57d4bfb571c95e0c2a9a0d30e81f262ccb4bc25ed42d8fad49ea14b2451
1455841361711-01,2024-08-20 13:00:35+00:00,128.09,9a7fd57d4bfb571c95e0c2a9a0d30e81f262ccb4bc25ed42d8fad49ea14b2451
1455611361595-01,2024-08-19 13:45:42+00:00,156.64,b1c2221077d09ae882977ba7fd0c821251775c9c72c69db7e9dc99e17721a681
1455831361709-01,2024-08-20 12:26:54+00:00,258.5,826d0324c77c88988ecbda3ca1475781954fa46a7972c0b95693f1287b1b4268
1455831361709-01,2024-08-20 12:26:54+00:00,258.5,826d0324c77c88988ecbda3ca1475781954fa46a7972c0b95693f1287b1b4268
1455611361593-01,2024-08-19 13:39:35+00:00,367.49,8b334153a47b6f2571624430085323c839b8f44e54bd4d6e50d925e04ad3f9ad
1455611361593-01,2024-08-19 13:39:35+00:00,367.49,8b334153a47b6f2571624430085323c839b8f44e54bd4d6e50d925e04ad3f9ad
1455601361591-01,2024-08-19 13:24:03+00:00,706.4,74b8dafeef624c1fdd3f38ef567fde5e2c329b49e8b3d5564b420d74aaea62e0
1455601361591-01,2024-08-19 13:24:03+00:00,706.4,74b8dafeef624c1fdd3f38ef567fde5e2c329b49e8b3d5564b420d74aaea62e0
1455601361591-01,2024-08-19 13:24:03+00:00,706.4,74b8dafeef624c1fdd3f38ef567fde5e2c329b49e8b3d5564b420d74aaea62e0
1455831361707-01,2024-08-20 12:09:43+00:00,126.42,384f29607966bf437885c7afb918f989d97ed94236f838d8b68bcf0c3877eb41
1455601361589-01,2024-08-19 12:38:27+00:00,220.14,2fbf9ce670dffd29519ebed24f4459f55fb32e36de77bbd04360262f03fcdc2a
1455831361705-01,2024-08-20 12:08:54+00:00,309.27,4f4150c46476837b00cfebfb472923f0b2ad97fac34745bbcc27d42e47af47a7
1455831361705-01,2024-08-20 12:08:54+00:00,309.27,4f4150c46476837b00cfebfb472923f0b2ad97fac34745bbcc27d42e47af47a7
1455601361587-01,2024-08-19 12:37:39+00:00,158.17,a9f09cb037c3bf33dfd554bf674b14e77cce1f21b5a5ea96c4abe389a84a3462
1455831361703-01,2024-08-20 12:07:23+00:00,166.53,fbb639f38123a51ecee35183c341192f53af7322041eb348d66fa2fdad0c578b
1455601361585-01,2024-08-19 12:33:14+00:00,175.49,85fa6d1a078d5cfc51ccb5ba529c5f96a348349ee462595015b5ee345fe09e9e
1455821361701-01,2024-08-20 10:45:15+00:00,362.31,6aee8c2e176df282d10b8a2e65ff2b7d5058e321b2fdd13ab2d73d98b7c99a59
1455821361701-01,2024-08-20 10:45:15+00:00,362.31,6aee8c2e176df282d10b8a2e65ff2b7d5058e321b2fdd13ab2d73d98b7c99a59
1455821361701-01,2024-08-20 10:45:15+00:00,362.31,6aee8c2e176df282d10b8a2e65ff2b7d5058e321b2fdd13ab2d73d98b7c99a59
1455591361583-01,2024-08-19 12:15:21+00:00,348.0,c4c3e30cf6f0233c93ede3945166f030bc99d64f6b19215601094ce356f205d9
1455591361583-01,2024-08-19 12:15:21+00:00,348.0,c4c3e30cf6f0233c93ede3945166f030bc99d64f6b19215601094ce356f205d9
1455591361583-01,2024-08-19 12:15:21+00:00,348.0,c4c3e30cf6f0233c93ede3945166f030bc99d64f6b19215601094ce356f205d9
1455821361699-01,2024-08-20 10:41:54+00:00,146.48,47b8d24c4345be9a296994d7a13ea14ee94f020668076818baad521fb9b0d44e
1455591361577-01,2024-08-19 11:38:02+00:00,250.88,8bcaa3811c834826018e227dbf68df38f450088d2178f6034737ab1cdf18eeaf
1455811361697-01,2024-08-20 09:58:38+00:00,169.88,42365e582661cc9be8552532d5d71e8e3393bb0409a3c6c50a261444d2ad5fa1
1455591361575-01,2024-08-19 11:35:59+00:00,132.03,e56d1a9ae0dab4e4e80f5ec6e3e1cb40a9bc2076fa39e690703c807c55532db4
1455811361695-01,2024-08-20 09:36:11+00:00,338.83,f276bccc5c90d9514bdbc41a27b9d62aaf7c7b56f604e3b61ddb2d267dca7ce0
1455591361573-01,2024-08-19 11:35:48+00:00,440.0,896ef8fc19769a23f4cfad372e463e13b7197aa1f66ac2a40c7a60f9bda658f1
1455591361573-01,2024-08-19 11:35:48+00:00,440.0,896ef8fc19769a23f4cfad372e463e13b7197aa1f66ac2a40c7a60f9bda658f1
1455591361573-01,2024-08-19 11:35:48+00:00,440.0,896ef8fc19769a23f4cfad372e463e13b7197aa1f66ac2a40c7a60f9bda658f1
1455591361573-01,2024-08-19 11:35:48+00:00,440.0,896ef8fc19769a23f4cfad372e463e13b7197aa1f66ac2a40c7a60f9bda658f1
1455591361573-01,2024-08-19 11:35:48+00:00,440.0,896ef8fc19769a23f4cfad372e463e13b7197aa1f66ac2a40c7a60f9bda658f1
1455591361573-01,2024-08-19 11:35:48+00:00,440.0,896ef8fc19769a23f4cfad372e463e13b7197aa1f66ac2a40c7a60f9bda658f1
1455801361693-01,2024-08-20 09:29:30+00:00,333.88,efb1294e1bd46d160a7675f8823832a298e8dd59581d774ad236f61c4328ee47
1455801361693-01,2024-08-20 09:29:30+00:00,333.88,efb1294e1bd46d160a7675f8823832a298e8dd59581d774ad236f61c4328ee47
1455801361693-01,2024-08-20 09:29:30+00:00,333.88,efb1294e1bd46d160a7675f8823832a298e8dd59581d774ad236f61c4328ee47
1455581361571-01,2024-08-19 11:18:30+00:00,328.48,19b2b95485e5028f5918215ccf0d568944b8706a0b1a877167473df1dcbfa8e5
1455581361571-01,2024-08-19 11:18:30+00:00,328.48,19b2b95485e5028f5918215ccf0d568944b8706a0b1a877167473df1dcbfa8e5
1455581361571-01,2024-08-19 11:18:30+00:00,328.48,19b2b95485e5028f5918215ccf0d568944b8706a0b1a877167473df1dcbfa8e5
1455801361691-01,2024-08-20 09:14:54+00:00,306.48,6f4fb7c036be7d05a3519db4e1dd1f412ab3ce3f3547c4b64db714b7252a2441
1455801361691-01,2024-08-20 09:14:54+00:00,306.48,6f4fb7c036be7d05a3519db4e1dd1f412ab3ce3f3547c4b64db714b7252a2441
1455801361691-01,2024-08-20 09:14:54+00:00,306.48,6f4fb7c036be7d05a3519db4e1dd1f412ab3ce3f3547c4b64db714b7252a2441
1455581361569-01,2024-08-19 11:01:18+00:00,70.93,3fc3ff8ab8a1b23e6abdd5b046c4518decb40881bdaef86a7bfbde31088861ad
1455801361689-01,2024-08-20 09:14:43+00:00,167.32,eaa6ed272de44adb3a19f50108922b5cee993e9fdfd9169078e137bbeb77b8cb
1455581361567-01,2024-08-19 10:56:24+00:00,532.0,d92885635dc1e1605f345ca178087562913d29ca8f28739ba043fc970e16f65b
1455581361567-01,2024-08-19 10:56:24+00:00,532.0,d92885635dc1e1605f345ca178087562913d29ca8f28739ba043fc970e16f65b
1455581361567-01,2024-08-19 10:56:24+00:00,532.0,d92885635dc1e1605f345ca178087562913d29ca8f28739ba043fc970e16f65b
1455801361687-01,2024-08-20 08:58:39+00:00,234.15,ceda78f08ba4d678fd368c1594a990d2eed61c9207d2ca442e115200dbcb6250
1455801361687-01,2024-08-20 08:58:39+00:00,234.15,ceda78f08ba4d678fd368c1594a990d2eed61c9207d2ca442e115200dbcb6250
1455581361565-01,2024-08-19 10:37:26+00:00,146.88,21b04467f8804aa352d09866042b55d4cf70209284bd240ea8fecd5b88100786
1455791361685-01,2024-08-20 08:17:32+00:00,188.09,437991d69e38a83fbcd8b0611ccdea4d24e744ee89fdce87309d445ef267958a
1455571361563-01,2024-08-19 10:21:55+00:00,244.91,bc4bddeaa6ed0985f81ee5216db7e9ede6b62edee50f8311d03e10da14088ca7
1455571361563-01,2024-08-19 10:21:55+00:00,244.91,bc4bddeaa6ed0985f81ee5216db7e9ede6b62edee50f8311d03e10da14088ca7
1455791361683-01,2024-08-20 08:02:42+00:00,1450.0,9d29bdd2ecf0b2c01aedfaa18059b37a2847f1c17924b4f41cb70d1e8d1976c2
1455791361683-01,2024-08-20 08:02:42+00:00,1450.0,9d29bdd2ecf0b2c01aedfaa18059b37a2847f1c17924b4f41cb70d1e8d1976c2
1455791361683-01,2024-08-20 08:02:42+00:00,1450.0,9d29bdd2ecf0b2c01aedfaa18059b37a2847f1c17924b4f41cb70d1e8d1976c2
1455791361683-01,2024-08-20 08:02:42+00:00,1450.0,9d29bdd2ecf0b2c01aedfaa18059b37a2847f1c17924b4f41cb70d1e8d1976c2
1455791361683-01,2024-08-20 08:02:42+00:00,1450.0,9d29bdd2ecf0b2c01aedfaa18059b37a2847f1c17924b4f41cb70d1e8d1976c2
1455791361683-01,2024-08-20 08:02:42+00:00,1450.0,9d29bdd2ecf0b2c01aedfaa18059b37a2847f1c17924b4f41cb70d1e8d1976c2
1455791361683-01,2024-08-20 08:02:42+00:00,1450.0,9d29bdd2ecf0b2c01aedfaa18059b37a2847f1c17924b4f41cb70d1e8d1976c2
1455791361683-01,2024-08-20 08:02:42+00:00,1450.0,9d29bdd2ecf0b2c01aedfaa18059b37a2847f1c17924b4f41cb70d1e8d1976c2
1455571361561-01,2024-08-19 10:19:23+00:00,155.85,e2f206db3c99c3373bbe1b583b08b00002080095bf216c01576c7acebe244e28
1455751361679-01,2024-08-20 03:33:57+00:00,179.94,441a54301f82fec18d794ca6f7fa4f22aa2b4fbfafe07398160e2315381dd835
1455751361679-01,2024-08-20 03:33:57+00:00,179.94,441a54301f82fec18d794ca6f7fa4f22aa2b4fbfafe07398160e2315381dd835
1455571361557-01,2024-08-19 09:57:24+00:00,334.64,9484dfe78afc75aae8f150aa467c7f1f3cfb7889b951baaad72837b597b42748
1455571361557-01,2024-08-19 09:57:24+00:00,334.64,9484dfe78afc75aae8f150aa467c7f1f3cfb7889b951baaad72837b597b42748
1455721361675-01,2024-08-20 01:10:46+00:00,219.38,20e4ec22efdd4f411863ce8ab751c88ac315fc74c876c76ae8887cb763ef1067
1455721361675-01,2024-08-20 01:10:46+00:00,219.38,20e4ec22efdd4f411863ce8ab751c88ac315fc74c876c76ae8887cb763ef1067
1455571361555-01,2024-08-19 09:42:34+00:00,279.49,385a9774f20ae281afe51c90101095c6eee6a4c774db8597706cb21f579c990d
1455561361553-01,2024-08-19 09:22:57+00:00,171.0,31fdacbeb2d7538696e64251385aae512ca77293c81a4c4f80b1ad88239fbbdc
1455701361671-01,2024-08-19 23:09:51+00:00,250.88,10a66f478be9f5a02778337c34c8d1a0362c88e2d6512e40e523456697c6fe04
1455561361551-01,2024-08-19 09:11:26+00:00,484.99,1a0157d91b1120236b9bcb4a30dca986e6f1fd4ee31a22a62399d5c8d3da554e
1455561361551-01,2024-08-19 09:11:26+00:00,484.99,1a0157d91b1120236b9bcb4a30dca986e6f1fd4ee31a22a62399d5c8d3da554e
1455561361551-01,2024-08-19 09:11:26+00:00,484.99,1a0157d91b1120236b9bcb4a30dca986e6f1fd4ee31a22a62399d5c8d3da554e
1455701361669-01,2024-08-19 22:45:48+00:00,237.27,996e55b6a0f67c7f5dbab02558069094145efbf5fbfdfe87d056e998aa071b07
1455701361669-01,2024-08-19 22:45:48+00:00,237.27,996e55b6a0f67c7f5dbab02558069094145efbf5fbfdfe87d056e998aa071b07
1455691361667-01,2024-08-19 22:19:48+00:00,145.86,3f6d7b524963e0ac9ca219537829d6e6589a947d79b1b57d146cb9e4882953f8
1455691361665-01,2024-08-19 22:15:42+00:00,380.87,5dc401246955f5cfef6045d08e6a32b25b8f2e37310c653362842aad4a23fbc4
1455691361665-01,2024-08-19 22:15:42+00:00,380.87,5dc401246955f5cfef6045d08e6a32b25b8f2e37310c653362842aad4a23fbc4
1455691361663-01,2024-08-19 21:54:57+00:00,390.49,7c91d9bec96cfb23462f256ee5db4553ce43bfd1961f5d86750167e92af6ba6a
1455691361663-01,2024-08-19 21:54:57+00:00,390.49,7c91d9bec96cfb23462f256ee5db4553ce43bfd1961f5d86750167e92af6ba6a
1455691361663-01,2024-08-19 21:54:57+00:00,390.49,7c91d9bec96cfb23462f256ee5db4553ce43bfd1961f5d86750167e92af6ba6a
1455691361661-01,2024-08-19 21:48:34+00:00,68.36,a26887118118223e53e73b06ae26010c5b5ca511ab2878b642e59dd1b4f1a9cd
1455561361549-01,2024-08-19 09:09:19+00:00,463.5,d115ec94ce72484375fb2842c40469f069fa1ab300654f9723beff29b46bd22d
1455561361549-01,2024-08-19 09:09:19+00:00,463.5,d115ec94ce72484375fb2842c40469f069fa1ab300654f9723beff29b46bd22d
1455561361549-01,2024-08-19 09:09:19+00:00,463.5,d115ec94ce72484375fb2842c40469f069fa1ab300654f9723beff29b46bd22d
1455561361549-01,2024-08-19 09:09:19+00:00,463.5,d115ec94ce72484375fb2842c40469f069fa1ab300654f9723beff29b46bd22d
1455681361659-01,2024-08-19 20:40:54+00:00,183.26,4db6ee5ee084bd217f0031af63336ef3d0c5ddb6eb62e69924eff1d0d5c1003e
1455681361659-01,2024-08-19 20:40:54+00:00,183.26,4db6ee5ee084bd217f0031af63336ef3d0c5ddb6eb62e69924eff1d0d5c1003e
1455561361547-01,2024-08-19 08:59:09+00:00,167.93,962b26b21a2d3ebc536357d8eb62a9c9b606672587dbe7ad68d8229092a620dd
1455561361547-01,2024-08-19 08:59:09+00:00,167.93,962b26b21a2d3ebc536357d8eb62a9c9b606672587dbe7ad68d8229092a620dd
1455671361657-01,2024-08-19 20:20:50+00:00,835.86,e86c6ddf4648fe1fe1ce0d43505cbde3638a5b8340827dac6cc41be74ec0aad3
1455671361657-01,2024-08-19 20:20:50+00:00,835.86,e86c6ddf4648fe1fe1ce0d43505cbde3638a5b8340827dac6cc41be74ec0aad3
1455671361657-01,2024-08-19 20:20:50+00:00,835.86,e86c6ddf4648fe1fe1ce0d43505cbde3638a5b8340827dac6cc41be74ec0aad3
1455671361657-01,2024-08-19 20:20:50+00:00,835.86,e86c6ddf4648fe1fe1ce0d43505cbde3638a5b8340827dac6cc41be74ec0aad3
1455561361545-01,2024-08-19 08:37:31+00:00,284.38,b6666e87b4220518ebd7d1c0f2f8a82c2e4d348c8c65dffbd00c253acde0135d
1455561361545-01,2024-08-19 08:37:31+00:00,284.38,b6666e87b4220518ebd7d1c0f2f8a82c2e4d348c8c65dffbd00c253acde0135d
1455671361655-01,2024-08-19 20:12:15+00:00,194.35,32d3b382ebabe30823b3e1e7c3a0d950280e1bd2379f65b8579a9a84b1237706
1455671361655-01,2024-08-19 20:12:15+00:00,194.35,32d3b382ebabe30823b3e1e7c3a0d950280e1bd2379f65b8579a9a84b1237706
1455561361543-01,2024-08-19 08:33:50+00:00,171.0,aaeeaae1d7ada1fd39f12a78dde471468435772ad8d7a60ab6d7b619a0b47bc2
1455671361653-01,2024-08-19 20:03:42+00:00,234.96,c4c3e30cf6f0233c93ede3945166f030bc99d64f6b19215601094ce356f205d9
1455671361653-01,2024-08-19 20:03:42+00:00,234.96,c4c3e30cf6f0233c93ede3945166f030bc99d64f6b19215601094ce356f205d9
1455501361533-01,2024-08-19 02:39:58+00:00,420.88,4c5aac2b4f54b0eb72630c2717477cd3931b99796b9a4fbd0aa667b4796cb65e
1455501361533-01,2024-08-19 02:39:58+00:00,420.88,4c5aac2b4f54b0eb72630c2717477cd3931b99796b9a4fbd0aa667b4796cb65e
1455671361651-01,2024-08-19 19:54:04+00:00,95.88,f37fdddf98dc0b1b58f43fb090014fbf6d9f93c898a4c54230d9877531f1967f
1455481361527-01,2024-08-19 00:58:59+00:00,310.88,f6dbf57d58d0feb0bdd731d2d7f0fc4dad7a7a69abb299cbeeba80941c7c8d87
1455481361527-01,2024-08-19 00:58:59+00:00,310.88,f6dbf57d58d0feb0bdd731d2d7f0fc4dad7a7a69abb299cbeeba80941c7c8d87
1455481361527-01,2024-08-19 00:58:59+00:00,310.88,f6dbf57d58d0feb0bdd731d2d7f0fc4dad7a7a69abb299cbeeba80941c7c8d87
1455671361649-01,2024-08-19 19:40:59+00:00,187.98,dd16783da55918ab7136003e390b26a1ea378e5a2b35785536825e977dccc428
1455481361525-01,2024-08-19 00:56:44+00:00,2905.86,cb77c806c573e06a7fb891919a19884ffc8bfc27d43f134898107fc47563fcc7
1455481361525-01,2024-08-19 00:56:44+00:00,2905.86,cb77c806c573e06a7fb891919a19884ffc8bfc27d43f134898107fc47563fcc7
1455481361525-01,2024-08-19 00:56:44+00:00,2905.86,cb77c806c573e06a7fb891919a19884ffc8bfc27d43f134898107fc47563fcc7
1455481361525-01,2024-08-19 00:56:44+00:00,2905.86,cb77c806c573e06a7fb891919a19884ffc8bfc27d43f134898107fc47563fcc7
1455481361525-01,2024-08-19 00:56:44+00:00,2905.86,cb77c806c573e06a7fb891919a19884ffc8bfc27d43f134898107fc47563fcc7
1455481361525-01,2024-08-19 00:56:44+00:00,2905.86,cb77c806c573e06a7fb891919a19884ffc8bfc27d43f134898107fc47563fcc7
1455481361525-01,2024-08-19 00:56:44+00:00,2905.86,cb77c806c573e06a7fb891919a19884ffc8bfc27d43f134898107fc47563fcc7
1455481361525-01,2024-08-19 00:56:44+00:00,2905.86,cb77c806c573e06a7fb891919a19884ffc8bfc27d43f134898107fc47563fcc7
1455481361525-01,2024-08-19 00:56:44+00:00,2905.86,cb77c806c573e06a7fb891919a19884ffc8bfc27d43f134898107fc47563fcc7
1455481361525-01,2024-08-19 00:56:44+00:00,2905.86,cb77c806c573e06a7fb891919a19884ffc8bfc27d43f134898107fc47563fcc7
1455481361525-01,2024-08-19 00:56:44+00:00,2905.86,cb77c806c573e06a7fb891919a19884ffc8bfc27d43f134898107fc47563fcc7
1455481361525-01,2024-08-19 00:56:44+00:00,2905.86,cb77c806c573e06a7fb891919a19884ffc8bfc27d43f134898107fc47563fcc7
1455481361525-01,2024-08-19 00:56:44+00:00,2905.86,cb77c806c573e06a7fb891919a19884ffc8bfc27d43f134898107fc47563fcc7
1455671361647-01,2024-08-19 19:31:03+00:00,154.9,5c28543e357a253b1908cce1b719184e10edc47524080dbb9556d97f4b6e4205
1455471361523-01,2024-08-19 00:25:21+00:00,440.88,3b9f15b77aaa7d05898be00088d4d06e675ca9deffe18071581439359ad28b88
1455471361523-01,2024-08-19 00:25:21+00:00,440.88,3b9f15b77aaa7d05898be00088d4d06e675ca9deffe18071581439359ad28b88
1455661361645-01,2024-08-19 19:13:28+00:00,159.1,3af9879e050352efd003a14ecc40f57fd33845c8fd9a0bac2c2c5dda5d69e588
1455471361521-01,2024-08-19 00:02:07+00:00,108.38,dc3c5f42280b9750475b26ad2ad0408d92a583c13764acb37bb0184b1e977cf2
1455661361643-01,2024-08-19 19:05:44+00:00,259.76,ebe6157b651d44af6f918e89dcb6d2d6e3f9b26da897babd9e9f563ff86edbaf
1455661361643-01,2024-08-19 19:05:44+00:00,259.76,ebe6157b651d44af6f918e89dcb6d2d6e3f9b26da897babd9e9f563ff86edbaf
1455661361643-01,2024-08-19 19:05:44+00:00,259.76,ebe6157b651d44af6f918e89dcb6d2d6e3f9b26da897babd9e9f563ff86edbaf
1455471361519-01,2024-08-19 00:01:09+00:00,398.88,7b821333485f4a957d8a8ca5cc6251765683d76efec72f6f7675899efb0dcffb
1455471361519-01,2024-08-19 00:01:09+00:00,398.88,7b821333485f4a957d8a8ca5cc6251765683d76efec72f6f7675899efb0dcffb
1455471361519-01,2024-08-19 00:01:09+00:00,398.88,7b821333485f4a957d8a8ca5cc6251765683d76efec72f6f7675899efb0dcffb
1455661361641-01,2024-08-19 18:40:17+00:00,415.03,bc8ce71ba160da8889d133020ea165960900ad3227838cb99cbf2c962648855f
1455661361641-01,2024-08-19 18:40:17+00:00,415.03,bc8ce71ba160da8889d133020ea165960900ad3227838cb99cbf2c962648855f
1455661361641-01,2024-08-19 18:40:17+00:00,415.03,bc8ce71ba160da8889d133020ea165960900ad3227838cb99cbf2c962648855f
1455661361641-01,2024-08-19 18:40:17+00:00,415.03,bc8ce71ba160da8889d133020ea165960900ad3227838cb99cbf2c962648855f
1455661361641-01,2024-08-19 18:40:17+00:00,415.03,bc8ce71ba160da8889d133020ea165960900ad3227838cb99cbf2c962648855f
1455471361517-01,2024-08-18 23:47:46+00:00,330.88,618efe00c33f2bc9caf61c74efd63875b83443aea9b3d2f310df4358d8b06fc6
1455471361517-01,2024-08-18 23:47:46+00:00,330.88,618efe00c33f2bc9caf61c74efd63875b83443aea9b3d2f310df4358d8b06fc6
1455471361515-01,2024-08-18 23:38:50+00:00,420.34,b2072389d7213e557d4967fe1d95fa493843b6dde39b60087872ac129a898401
1455471361515-01,2024-08-18 23:38:50+00:00,420.34,b2072389d7213e557d4967fe1d95fa493843b6dde39b60087872ac129a898401
1455651361639-01,2024-08-19 18:24:45+00:00,298.09,05663047446fc24c047a0157ef13715486dcda1e0e7e35ac8efe02b6b047fa13
1455651361639-01,2024-08-19 18:24:45+00:00,298.09,05663047446fc24c047a0157ef13715486dcda1e0e7e35ac8efe02b6b047fa13
1455461361513-01,2024-08-18 23:23:24+00:00,279.49,587e74f4d9b15be4fc0807ed5a8021030f65aedb94fb8dc29dea38aceabe1cb0
1455461361513-01,2024-08-18 23:23:24+00:00,279.49,587e74f4d9b15be4fc0807ed5a8021030f65aedb94fb8dc29dea38aceabe1cb0
1455651361637-01,2024-08-19 17:55:23+00:00,140.88,6027e349028a3c0bcfb09863675d89a01a731895b651932883b3f41edcec10b1
1455461361511-01,2024-08-18 22:54:34+00:00,403.75,a9a815efeb366cbb31ed79c7c22b6543a78f4895795aebc44b5248880a716253
1455461361511-01,2024-08-18 22:54:34+00:00,403.75,a9a815efeb366cbb31ed79c7c22b6543a78f4895795aebc44b5248880a716253
1455461361511-01,2024-08-18 22:54:34+00:00,403.75,a9a815efeb366cbb31ed79c7c22b6543a78f4895795aebc44b5248880a716253
1455461361511-01,2024-08-18 22:54:34+00:00,403.75,a9a815efeb366cbb31ed79c7c22b6543a78f4895795aebc44b5248880a716253
1455651361631-01,2024-08-19 17:43:17+00:00,190.88,a5e092b838dd62b3f877ff1fade1d49b74ee64a0502044e2ebd7ab78394cfb83
1455461361509-01,2024-08-18 22:50:20+00:00,134.59,35afbfde7aa007f661e43661dd332aa975f98d27c7759b2091e279cee1e492ee
