client_hash,recency,frequency,monetary
90fed365253c53b31b0fda24228e2166ea66a831141942ef9277c91a67c9d388,311,3,350.84
90ff4b8a868bed96c3b126cea84caa2c2f637eb107b8c675b69a226adb1792d8,473,1,524.4
90ffcce9ce637c87583207135da8f4f680ce5d3ace230ef3781741e6a23c7f93,484,1,149.88
910153ec6bca04f9df9c60b3d1e2101b9be34aa23ca7afd0255d590acd561811,405,1,117.92
91024522a2dae43fe0e4d04cc58bb86560a8227e19093fe39a741ef40cf11b65,514,1,115.78
9102b965bb1190024d654e1e3a50882d8d018f9cec5513f059f049c5567d3714,299,1,495.0
91040e3fc3c2510299a58c9194bd062a97438bbb0fce4e6b327a44a2151bc1cb,5,1,310.5
910632bf32d7d0893a773d6bdf352f7bdb3b4d4340ee7cdb33750d994d16e5ec,325,1,154.97
9106c2bd26c1459bfa690666989a093636e012e44a5c9fb75441429a8b552181,58,2,298.81
9107032d7e4b088906b758a5691921432f511ff24bc70bc02188d425139be152,38,1,193.88
910811c31cad3dde9c6ba92dad2c60a8f20a2c128189f5299f4a1785903dc8e4,408,2,322.4
910a9b450fdf11f5e7c0fac9fde170796583ac3efab38830d10f1d900254ba02,237,2,737.22
910b7f230c9ac64e696e7844ea0fdf46dd6aa1af4ad37882d7926e25f1300744,660,1,122.66
910f5df1efd613e33964ca8dff1793a808946f4dcbfa664606491814035f2559,488,2,600.0
9111cc277c35cb9cb11ae117696e659f7b6c094568f1dbd0cd4a8fc12594e16a,550,1,195.78
91151d54b192092af21615a4a271f96ce870989cfb1a74c094f7ef3e0bf171e6,556,1,209.33
911641de9c5e75db3a5c75d66318692c206474713c6fc185c73d951507c7b727,346,1,282.5
91172f3e698f18bc7d00518d701387aebd2a5a1651c7b51ba58297c58b0b282c,391,2,368.3
91196bde1aa3ce2a8b060f6adb697abc5b71aed1dfe100c6ef89d3518ddf7767,568,1,519.0
911a8118fd294e30a85336cd5cc1ca7ade3737c739a23ecc0798d85937a422e0,430,1,40.38
911bfaf3e75a0d51e43d39b411bdae19ed1807e55fc31edef99a5542753b8733,412,1,108.74
911ca04c9e01ff361582b814231c255bd5aae8c8ec82903dcb9bb56860b201b8,358,1,294.27
911d2d296a858f45a96f92a0a7a147a0b1f2707d276d2c953fa1bb716785b7bb,255,2,431.56
911db0146bb82caa188fd7db586e0684050d752909d2d57a99fc94458d96bdf7,586,1,355.42
911db0cb7bc69cdb16264b1dab8035e14058f685667a92d25c8358fbc4c89732,66,1,376.27
9120ad4d5b2c559a3fc05278478a527d5c329cc233346a477ec23f0871703f2d,185,2,289.91
9120c8f64c44d60c41d57fc2556a03d8e985223534c541eef283912916051d3e,356,3,520.97
9120d4735d93eb8679b27b1123ad5a9dd94e2b3b5b6d38b71d53bbd3171ee072,551,1,165.68
912178bfa162cb95c6b77bda1c5a9d608028bbc238b1cfb1b5c97ed757d92613,157,2,418.7
91230c4ec7237fc1c5e903ad81fbb8a943740cbc884eb88e3d4bf2078bb764f2,333,1,144.97
91232bbe7ff41267349297b0f4062c299629a0a2ceb4f35dfb5a86231f1f7f40,294,3,417.88
912974421db2a8ca93b039c1e2712ca78a6ca554a2f84d3c468d807cd8591412,511,1,114.78
912b056cdb30861912ebcbf3f411c51094f30f61e47f8cbbded9368d50c82595,649,1,400.0
912bfa1c918860832b94139e04c4791bdecca0d57eb465098c851b13ecb464be,562,1,153.0
912dd45eaa989e7878afd59f8899bfbb1dfcca53a6bb20aa9bd6966c9a9a92e8,618,1,240.8
912e1b7487fd5c1e6fabbc7ee9d3e49b3048648cc4d04ff5190ce0025d1d89dc,81,1,126.14
9130bd11e7607162c32fe4f83b69620d2549c3024d10092307f3fed7ef5c2a91,446,2,531.42
91330617ba809c5361205fad1ac7b0de14dba22ae6001084e91ef427c3cc5176,589,1,54.6
9134cdb98acec2875510e42d9df76203262b292ce609f66964b77bae7c245c92,516,3,906.0
913ac1accc37a2a24f31833bdca7eebf61bd825e0ad21a3b0493b16b2e91792b,600,1,741.76
913ea91d6be5e34951736a931dd73adb791b7a8c699ba0f534d6fbeea07e307e,617,1,310.26
9140142acdc93a403d240c6d44a2f7ae96e801e41d208766af1879ca03494ccd,349,2,398.77002
9141a083959ed106563f5b84b23e1a16f82919ef64b6b7e4867a7fd3e40db60f,463,1,114.44
9141af2eeee3203257bd5bbd279fa3850bf25f1cc8ebf15d3938729b1c8f7278,634,1,112.49
9144cbb028fc524129efc190ac4222187c8dd3b3aedb1420e855e0c5c1eb6bfc,582,1,164.8
9146579efc99c50362737b851dffc08aa39faa40bd626ceab62485be0a11d16a,12,2,332.2
9146b7f1e1fb410db89536a28e9327ae515e47210a74955853f532bbb98e4114,440,1,141.02
9146bd783ca3c7fe645782595d5e728349bb34c0193a6a6924e2d39592d58c5a,608,1,159.2
91492d871da65294998bb7ce3ff030fcfcba478d4b4f2e9144fa8872a5b7dc0b,444,1,317.76
9149e1c1f7613f4a1cb69aeddebfc074e992e931a2ef209aa7ab0157ace20de7,208,1,186.68
914bff3b3377325de9b6edf39f1edc4e6e57b9eef8c22b2635105a0589113c37,563,1,119.53
914c7767a56ab17e978991c118fad4ebb5ded5aa063f3cd600ab379e37a24dbc,607,1,402.75
914e9ce3c943703bffa2a99e76136ea37664747d3c1c7d35fcaae0ceacb198ef,651,1,317.76
914fc33127931ccdd3a5c6827e75116e19ff45d5d4526c6b187473e92bc28a1f,569,1,144.99
914fe4df3adb00e53dc86e25d4776904c127735cf08e6cfc6c4e61d09b2e5ce5,78,1,514.31
9153ccaa5ab81e6784167a565af20636b118345e60596385975b0f881461a969,162,1,114.79
9155be09883eb2ee8d2f2fb3c41ca444c8627dd4f145eab05dc021928b8c25b4,669,1,113.94
9155fa0c77dbd2d3867f1dd97a395d3f00785f452b4cd963cd0cb2413085787a,561,1,139.6
9158221b5804ae268e4e43a0e75fb1a1ce7024678e76f9f4948f8ef4585cddcc,423,1,249.8
91597b34e0630ce73ea88493ebf6d447f41bc4f39678a5de29b4297fee6d0a34,618,1,176.39
9159d76175806b2b3fd3fa73d1ea36879ed5a789b6999d660affc44566b90654,468,1,116.76
915af093a5b405be8322c2242293998fb90d5a8e265e168cd147e0dc24c81f5f,541,1,112.61
915b9d4453f34de71abf1e13b17f7bb9da458fac84f74070d02993733f118dc1,397,1,207.23
915b9daaf9c15493beb54cf01f9be133422f0c031bbb6ba0732ea401f7b8c37b,334,4,626.9
915c5c3e78da485afcf60329fdc50b35b93b196e0da58d36e00a2078e52e541e,334,1,163.51
915f52d59edfa9219cdd1df25e92259e7e3acb09bc0ef80c4024de02be840844,343,1,337.44
916050fbc92af4f92427fb411aeca832baf7cf621b2cb82365da94c6e55953d4,459,2,383.03
9164ba07a0fd2029037dfcb494658f566618cca63d433eb532068263e4fdb46d,661,1,181.93
9167a6256651375daddb339e7bfbb82fb7cbea02b0bcc9e4848b07862256b012,580,1,280.0
9168488a51458c318115de2577cab1aef5731bc9fe153efce1d763f45a4fb10d,252,1,145.97
9168e8a7f95b6650cb6f68f7d12e532794573861bb11b0c0268c910dd46e367c,674,1,196.52
91693f7b35c18eda3462d37f185bf9bad57eaec0dc6dade57ed297bbd891bc18,491,1,859.0
916baa06b4ed8c2a2943e3db3f70c7ac8683b97d4799c6d27726442ee333e694,511,1,105.78
916bb24c1af5a6de9eaeeffdefaf3f7678c6bc8e89eb2faba3532d4dbc11cb17,454,1,285.76
916bf122b28c2bb68b0f5c9d9af379d87239e86e57305d003be9e871cc0ae580,182,1,198.49
916c2b886927c06539767fd8097476ff802ec9cdee84154711832c2c42d09a1a,229,1,84.85
916cec609ba57929e508dc4b6a555dfc7a9b3a157f2977ca8e58dca51dce986d,657,1,540.0
917091ef439c7ce23cd736cad8c4ecd225cd55183c7880cc73c2356b2fbe1ac6,647,1,202.8
9172500891452337b1e7b55d470379f2223c4651ad1db356bce10ceb5398c860,351,2,378.7
91736b2c12da70aeb4299f0cffc4b695d47437eab3d203aa27f712c18b3dd463,162,2,351.03
91736babf5707f1acaed864447f0ae906bf946941674fc48b2fbaaff2c4c8738,523,1,161.95
917859c1eb799a649fb17408b2f1f9e48d2c493d999a1489b2eae6904570aaa4,135,2,314.99
917b7ffedfc8fa85d6d229f73770948f3aa8bc03ba20d1de68ed7deba400d904,561,1,115.24
917b92f057762ae9c05d3f0e4ee62ab3f6156712b514dad87d166973ea1448d6,348,1,130.64
917c01adff900457921fc540dfdf9539815aa0b35dc0672b044b8281831424ca,208,3,1113.1
917efd740b15bfc0aa1d30709465e8f652404b8987c75831c6b29b174c2ad97a,117,1,400.99
918185e567678815fb7d1642fb7e78525a030d4710bd295b304671aa5c1e72ce,383,1,138.74
91831f7a9f7e5008f27f1649d1fc01f8b38dfa1735851f67e1434cc7d1841360,348,1,165.83
91870f114d479d6442244183a83ffaac963d2bc5f16da0fd064edebec0bc4389,622,2,270.06
91875ff6070a40ef53a4a8f6c715af394b61cf52483d14faccb6b90e5589404a,474,1,414.95
918906b78b5442538c298b2ddac46e5fd5884c455fdce4202b3af7c3c8561eb1,156,7,1606.73
91892b2929b3cca1ebeb237ca79eb9090d8ee70adb25abb0a60064d208989bff,393,1,400.0
91899e876a01e4a88c75f8d99ce4b76baf67d0f97c0fcb003850b1f386ac1c40,75,3,872.63
9189f7449bfb96411977d66eb4ad26575907683b8b0c3bc36607ac3fe2ce34e5,671,1,167.76
918ccb6dd2b4f7faaa1b8edfa3cce352fa770cbcb92ebacc1c564bc146dbaa87,636,1,186.52
918eaaaffafc7ac8c99c045868a3f59ebc7c7355d34da708e4692eddb099d7a1,336,1,147.5
918f048c40d5c5175e616123b5175fce9f303dc3efbfaffd41d6e04c10f1361a,312,1,249.2
918fb20e967d0588eb6beb8ace86e841f95710be04e906663cca662f3d466d57,254,1,186.85
9190ea5532ab1828f6da7cd6c4d9632ae946dbc007eda11b18529ae19f61073a,15,2,382.18
91921e09775c067df4a54293ca02790ca2bdca9e1aad6ef3b6503da27139f671,665,1,292.76
919623d0fc81ee68e4aec1044990875c3654c27731f523dc45409645a000e0f0,332,1,144.53
91962abef3c35e05062a361d822749cc44e099b21b316700b9e77f39b241bf5d,640,2,238.88
9196f3ca8587fc0a39fceb25349f4ed59234a314a29ae6b757a1aa5af0aa5be9,529,1,352.43
9198039630f193f059bbfc72e58b6e5eecf29d5d161b9c933d2095edb84a1bb4,510,1,139.6
919b1ab347e7d0585285f0b2bf597bdb881fbb2e626186d33c65359878ced539,352,1,75.31
919e6e0eedc7261313431f3cd8bb94557d63ab4470dcec96097221d30bbd4cd9,124,1,134.0
91a1b01ddae73d013ba2f8134e3b1afbcc4cde00689541125c17b9f419e11b7a,14,1,330.33
91a205fd3be9cbdd266359789b6755fcce3c2e888aa0c7e910abfecdb6b395fd,492,1,167.95
91a30cecf3135711d4172bced96976a825c0c2161ceaafc6ef1d43fc210db55b,663,1,400.0
91a3894db60af04eb004e299f4081499150fc0f7497babc120bed686469fb2e3,349,1,94.8
91a582f1d386e932453736b4871bfafbb5c281763ee8356bd6d00de437b35400,548,1,166.21
91a7073b9a7c6a23f29bbeb077af2c5373ba8af421830a50389fa76037ffc71b,318,2,244.70001
91a8e9796808c134974b46e6165f58eb6bbbb51e67da918d92546233a9b8a34d,662,1,115.86
91a98fe686db24fd03f7b60c708dc9568b7896ef7970bb996ab49eaac453f2be,486,1,658.41
91a9e0808a4da61bfb9782861cd240a563795c12359631db8c9cfac6071fa950,290,1,381.03
91aba525a3e512deed7fdd023723045864575159c7c6b5511405f503b75a5a03,325,1,113.78
91ac52f90eacf56dd52c49a573d23e5f9460e72686a591fe1c936fe06ce8cf91,416,2,341.46
91ada5c2ba9d2c7fdeaa17902071fcb68eb029146bdd4560b9d0c95ecb5c687a,90,3,462.9
91b1abaf19b3929b0b460f9cf856c1c105753c4ca7e260b8cabfe88b5882697c,446,1,408.01
91b2369ecb510ca7e9508c380a42ec8497ff54e1484f00eacc2c6d3ba7a670d5,31,3,905.64
91b6a990874cfa70501b8e811e8abfa06db52a728219c46ac030ef7086a805e1,455,1,150.28
91b8248596ac1f5aba224f8d4687186cf225e6712ea60a7fe10f4983af6ea8f5,489,1,370.53
91b8d3edc0228e8dfe51dbe3c053968e48166c82b530e03190899b0276ec1f85,39,2,434.52002
91b952b216b890689b1a3393f352c26a525bd13498395c4f5d199d4ae317d7a4,431,1,211.1
91b9d95eac537ce58e205ceb5691560c80aacd6e1556af001c2a901cd6a57332,204,1,155.44
91badd52c473f7d6806b221816d7130a814d2c6204001b5f1bbcbc1d2a475a05,261,1,1564.0
91bb3f318dbe8caf5a2ccdaf08394137e8723d848fe92094ad05d89864953b77,182,1,210.88
91bba20fe9e6b3e4960f6295b4df4787c09b086cda153d89d2a5f4ce5223db8d,431,1,100.6
91bbba437cec61c7c4d936e14901422a1b1b9ebcb33b3c666bfc17cb88da1e0c,422,1,50.72
91bbe879d29914169797ec95aa5e56adb77f0722db7043c805a29715f28ff28e,534,1,166.21
91bc0f6c5662aa5c856b12160c751f1830ed7a114b9341decd1256e6f86e2d54,532,1,464.0
91bdcfa7078c1bcafcb1ad584970eacbfdb47ae7a93ab52c2f90bbf6efa85ca4,436,1,405.0
91c29fcb023fb5408cc9d8aa1aa92fcb05cc83aee5a469f208b4d3e92682a970,526,1,129.05
91c2cbb485de280c314519c74edff4c9ccc9ee2c9340bc67839393b75c142edc,340,3,229.23001
91c36bebdc5ceef1e81b9e6ce2430f535a2d75815fea16a00874186adbdfd0f2,528,1,139.64
91c70ada9524c898724046ec0c050a180b7ff9bb2de0f76fa68a65452bfcb564,388,1,100.72
91ca3e7e33b317005454c02ddd7d25722bbdbe4d18d285aafc9b516490c73cef,602,1,262.51
91cc3c6e991d274c0c918679fa1a366315df76feaaebf44f75853c795ed31566,344,1,119.97
91cd22ed77a599e3942b2b5c325369b0bf8a90575d7237338c6d43191cd09d47,236,2,1093.5
91cddd1274549bae24d0667cf561321444c693afc0a5d29b4af54bb10c0c6a1b,553,1,102.42
91cf54cf2e0650eb4a4321aed03f3c4871d8eae56e5790a3eb289a3c3aa01abe,95,2,483.22998
91d0b8a6d810736e8b48d6e49a5662b035d51d6ea88d2a0b8953e07fc26daf21,459,2,912.5
91d11d6b3784b3944bb0d1329140434976bad26edbd4564847501084d9cb6bc0,231,1,114.41
91d3e73bbb254436d4d0443183f005ba4cb5b1c918b3acb175f9f84cdced0d6a,544,1,186.95
91d4eded5ce3fcbce3c0ae416cb2bfda1e213f38ad0c959c1f412014d5ad480c,579,1,141.0
91d6c452cb9116d15a84ca4775d304628adced36cf6d6bf8580df7553533b7cc,574,1,140.1
91d8d6c25dc1cf69e0c7842f87cb406029782fddc68951abfee57922ceb1aa9a,344,1,104.03
91da00804432609bd245e4cc7709356180c717d708bf40e598b75e7ffbc0c12a,357,2,700.22
91dac75ffa5dd934f6db2bc18c23db7445c73bf47577ac172bb30084f6cefea8,411,1,120.03
91dd19bf293ef6dc0f8f186d8986b316bcb3b13f8d51e8655a907d88d7086c46,368,1,144.97
91de42a7c193233dde406a7dad99bc7653d7bc4c0fbcb92612d890ec3a756f9d,423,2,1080.0
91dfc8191da4dffa4c366a070d69af9b0f209b6a20e71ea0bbea0ab66810f2fe,618,1,290.68
91e3dba15659882324aaa5b9d9cae74ceeb83c0a5d2f9f28228864eec66b3529,334,2,362.18
91e4d94174de78bfa26ba00d4fd84ba5ac3507b2930bfe7af581b54ee48bba21,267,1,98.15
91e7cbf7e83717fd68ffb1401e45f7d3e2d8795b025aa9e412e70311d6e98bb9,240,1,367.69
91e8fa4a857cef86932c4bf49126620de57c46f25dc5bc3e014f2e3849c71ea4,609,1,130.08
91e9dee62d5bd0869e06bc9da1eb11f0fd771d363e8f594468d373e793540cb6,173,2,263.91
91eee14e6702fa60ae3022c8874bf907e209bd0897019c46ea34187ee7ae2f62,72,1,422.28
91f091d61ed579cc4c0a21a5605a0988a5a792ec42138edbe4235bcacda1a251,301,1,154.97
91f1afaed27e5efd373ece29af57ebd59ee95cfba97d4282be8b74b2e354a063,579,1,165.78
91f1beae7020b9b472ab5feede68b04636fb5ba107988db4ff6366ed72ee9893,592,1,168.74
91f5cb8a50e42492a363e382550fe12c99f787f9e93e8ca1b910484d15e95dc8,677,1,117.76
91f858fb4b5249553e3635d36b135b49b7eff630cc11547d0970f5bf47963e46,512,1,105.92
91fa055802b7e72519985b8a22cc057143f6830a611a6cb8d7b0a59226bb8b31,140,1,160.88
91fbd84da785c6ff0a1ecb5da761216006f98cb3516c08573d23eb821251d059,62,1,216.38
91fcc7807b64aeb5b5da0a11529504ea418a2d467ad4a88158e32e7cf3b1b212,461,1,140.5
91febb18af3e672f9ab8cd8ca19dc61578169bdf817aa0cd97b3fda392525608,250,1,303.91
91fff8a3fa821ec506fd21a8494af019c53e248cd4ca375e0d400d5377ed6ed1,123,1,183.32
9201e405c232c46b4767bd8c71d538ee329947c154c5c7c313af36a3d9c47111,550,2,240.24
9202b88690624039a48fb6f97729ff11f2b829c45041cc159d9b9594471af91b,290,1,125.0
920314cd3a5ce66ee947af5f14a5d97eeab0f0859b5dc675f0b2299faa20c043,494,2,419.59998
92048e539d0476cd45a022619f5f545e850a8fe69d4a7ee8ba5ec7ef9e687039,562,1,176.56
9204dbaf7526e1f949f218b7b7132057844730a13e1b5b1f34d53a0439234a1b,555,1,140.03
9205cba7041b6f7c3d5e1cf0446e2d03713620c45fcad59dd32e993973cf2ddb,333,1,289.97
92063cd05c924afb1c3f4f41b83132b1362f22e002f0a8f18de606281e8a5609,310,3,388.51
92087651ea63fe205880673df63f421e8dd83ec65229d37492875d487d6ce826,560,1,268.16
92090e16c033901f4a917f8f5b36c543df2f99bad7cce564b89bb3e4c9dc38cf,213,1,197.28
9209d7b90e1f79c3c71fa6d11db00ab05a1a1dca931ff9cbba71b6cb6246fe61,331,1,232.47
920a5ca52b2ef85c6146304d91a5a228921d1effc6a6737f88a036f3559cf73e,524,1,104.44
920bdb8f37eb1926577c4b845a6ab0fccfcff4dd20177419e979eff1cfa6c0cc,481,1,125.76
920f72001e2b82e57631ca6c975108e6cb89eff877f65b80871e53b53c08dc3b,497,1,161.95
920f8ec4ebbb5fb2b1c71e567c963a68deda3a9782268ebe4dbb20e451a912ce,350,1,152.42
92124ac2df67dab4794252b9328a5450f9b33a68b665dd86a3900ada7429133b,451,1,192.76
9212e43cb3d20283f9e770363138b21575ef38ab4b971aae10f08ff3920a9381,104,2,308.89
9213558af904e2bba80e3aefcc401d232f2bc0faf5126ad0a21ff7768fd1cbc4,339,1,228.48
921410bab3c729a4b31bce3e69a5578479e2f87b7892d7f39a33ef3471265502,115,1,207.07
92148a1c136926da8237e391ad08a1375c85574b631f50b2c5274e0ae8f85994,54,1,155.85
9215564d696df16a55691cc66561e0c12ce86edc0c3a53b75434e7776133a3e7,481,1,92.76
9216a081b13801a785fee6b17e6316ef0279805f30224e9235b3432b3871b14b,432,1,188.53
9216cedb67cc55fbdb4819037723afe1f802da25e1351946dfc906d9ab39173a,653,1,171.93
92188a136699a7aee3d070da96dc0e2126140c0d152de05f428df9c212fc1604,447,1,180.95
9218a6eea07483a11ba475fefc45ba123c587ad74cb3ddaa07a9f199b0f21f3d,97,2,645.99
921af08e7f2f187ec27cf2113857eff3013707576d42d866e3c772a1d295b147,338,1,339.17
921c2489261922964bf549c261a0ab7335490502daaf432461d70cf3793d74f9,230,2,639.97
921c7b5d054f92cea1de48f055773d4dc868d1745b6acb98a881e23feb8c4ac2,277,2,623.55
921d47074be257151f75a576aa1e1e5a58861a0152b5ae74e516fca9570b7205,615,1,139.8
921d51f51c8d5ffabd13e99199331c8cb73b9b3c69546f9deb5c4b9e1565e67d,322,2,524.99
921dc30ff19d12234cfebaedfac7dd5f01bb06e1f8fd1c827b5ecd3d5c80bacb,403,1,222.91
922021bd70013ce943457071fecf5eb1b550d21ccd15183c43594ca26f11ee44,329,1,175.97
92206ae7355b01954eb5be36f9ac833fbd5f48c3792b6a442e76f8921d429c32,243,3,679.74
922125129d0662d0da8d7be7b1db3a7067f363c681b4efb0b82a9e5c60c57700,601,1,70.94
92235f4501cea07a0c2e66e3d00fe3ffa52ae84cf1561be241c13e4a198c3eea,524,1,153.12
92288fca2c2e9ecb33ca0ebb6649f8e1e9270e21b09eb241a8836216ef559fc7,87,1,117.85
9228a47870d3dc5d2f299edd5797bfb1636c66d5a847b80791397a3bcfa9dfb9,400,1,110.8
922d651be12ae243cfee391120a9937bfd7f399962d8bcaf67e9fe55a6ae0fa1,572,1,190.75
922e11a2d696a8a34e7a710a02b81959bbac2d7295f300192d88ec219413a829,67,2,446.41998
9231509efd72794a94055dcc3e7c13d65cca096b5569c192edef0ea24dbdd8b0,538,1,267.52
9232a0ee0a08c10a05e1ab7107de39c6cb5067d7ba1510c1428a2df40985a82c,503,2,791.56
9232c7ca5cdaecfbbaf2ef288ab8cb9e34b6a807812af9ed121b23f56e568d01,536,1,152.76
923337c51057f6c59a41b6712e84aabdba6b3ffcec76cb12091c403b82dd807d,516,1,371.76
923484bf9733a5af4a27da0663e398753a67fa7ad6521fdfb3cf109876eafefb,601,1,958.01
92351410e3a64568e44d7cf389bdd934876a57bfafeeca478deedb82d1a67cfb,489,1,197.89
9236eee3e0a53829d14fb5794946aeda6acb995d6d10ceb5b6aa66ada5ad23b3,56,1,307.08
92391cbe738c8f353ec2ccd6dfc19d320a8b12613a3e91c9b95ec13fff410a63,241,1,615.0
923b08521da78e957860fbb44d47a351cb77b010ec272823514dccff49184e45,295,1,282.33
923e9baa5e09b8a3bdac9c8866eb0ff784dc19c3d84c7dd4ed2a242ea6731f00,27,1,405.0
9240b66e03ff2dabc12f0142d5bdbe1d35e960165153b0b074d1ea8126662097,205,1,386.28
9243d25f58ffbec85c77d5908861e6c6926040b6190282eb77a1ef69c2c8edeb,472,1,90.31
9246e71e5a42c76874da58a9b25ae7843548f207016cfb0f7aa573512bd695a3,61,2,508.43
9249175e713cc5c4fc6a920dd829e659bfa9ddf2b235b12d20a8bbb3b2decdad,352,2,464.78003
924a965944febc02555f6d57a7bb197584f7eabe1edd57c73275fabf11714e04,464,1,517.32
924b0bc614c43945fdfd1f99afe3a8d12c6f74644e2082a161f6ff3cbf8e835c,281,2,449.45
924d112ab0392ddf8be75767dfbd61ca4e004d1bf4140d942452fc1b08559885,318,1,106.35
924d6625cc9932011bf26bc6fa8a48b7db64f398eb47a3c31cfefc5e30a75200,66,2,210.26999
924f22a3d961618e6e420a6a14384d2cf68eeb19c6e41e4cf3bec0062dccbaff,390,1,425.0
9250346d8bb04f18fa2854d1c443b18dd2faefae11cc5e5c341e6c2b9cb33364,362,1,182.67
9254beb322c4124c588ffa3872500fb12a4456e97d138fbf4d2fc9e6d0285245,321,1,184.55
925593ab065a4f04c4a630690e3302c0b6298efdc00d80fab053d75aa3bde3b7,87,1,75.86
925a7320211dca89bfd6f71bdd48a225047718c9cddd2aea21b576121dbd8af3,523,2,315.4
925a801e90892016b28bc0c45a1b709306e1272f0e075aed3e43dc03abad523c,115,1,180.54
925aab94573955de8f1511c5b170ab82262d0dde5839931622b357850153e292,338,1,164.97
925d592738f20891dd7f99bd4981108470ded6575ebdc5cfa8191f4d7cf161be,530,1,143.16
925f35571965b98cd4864c2c1694a4d6985ce3ac75f4cbed631cde7ed199eec4,198,1,164.61
926012cfaba09c56ab09d739315ba8bac2dd22c2fdeba4ba0173986392f828ef,213,1,182.8
9260bd5641021fe5d13ab70dc1cbf998e94838a86e3cfc112978ecbe95c686fa,71,1,129.49
92628b632f7af79c68e568125f3be706737eaa40f9ffce17f3724fc668dc81cb,432,2,300.97
9263bbe19b7d1dc3e44c67012936192259616eb29fbe8ad01fe51aa26bf6d8aa,311,2,423.42
9263c38bc34e85b31293a17a3faf5f1614a723b44cf45b76a8d3e7024b104d69,320,2,492.07
9265a012223ccb558e49277251c38465e9ccd450cbeac0706a1da7841cbfbf51,558,1,220.43
926735c26d8e4d904489592337ae82aa735a5f8f5069a5b1603f874b808df21c,348,1,229.68
926a4c972630f37795e538fd0eb633fe725f5bc511e4393e4e371a98ede14a06,493,1,71.89
926d7bffcafdc1cd43975012fcfe8a92f864e5c4cb78d3bfcd25343badb61a6d,494,1,209.75
927024dbea09cbd1012437495807003852617a043db41649dc8eaebe928e5823,419,1,110.6
9271490713d5aac8b6a86faa66d747b9a7c583a004ac5169808be4805c4cef10,355,1,209.41
9273e7d1bc4bb0cdbd49d8bcac8b73928bed6a3d90d7c052bc6870057bd0e139,279,1,400.0
92749864b5c34925128e3cbe58640a659cdac491b42fcda2e8b404a3cf43d419,464,1,450.0
927969e9c5df0b17cee7b8913cd64463c5a6dff3fc7e9cdf1f4d9abce4ef2621,616,1,202.42
92798166978f7703f9e3bd65c0652cf6c0893f391648ff2e9ae1c830130a0d9e,625,1,75.94
927d17cc672e84868d948d654d6f1d2a42875512ce858fe9984b110030ab6bd5,444,1,198.16
927dba14775beb4600f50a35e2bdd7658b40e2fddb07d15394936ae89b9902f4,671,1,700.0
927f9f4e4fefddfe792c40ee5cec9741ff90ec0dde67e78cea26d1ba5f475eab,238,2,282.41998
9280a884abf1f9316961a1c8918d58ff5958563d62e88e7f19c0cb4aaaf2d042,346,4,636.73
9284ad88afe178cfd81249f85d5208c0e35959ecc032be7d36d921568b7b4c9b,343,2,235.86
9285eddeeca5732a5b8ae5179bb273511d799bf54c062276cbb64259c7ca3d66,58,1,226.21
928707680facd903da39abd914921324fc74b0608133c4b19a14fe6a99fe607a,433,1,555.0
92887fe5a16b521244dd031701e7d010527345cc0d2585d107d0ddffb866e1b8,79,1,460.0
9288fd28bc0d56610c9c188798a057ba60e5e458124211ebb6a687bddd32e3b3,43,1,140.45
928a368462bde8f202452518c58f4b513fb18888e22d4b3a1ac5efc169f68ebc,344,1,89.61
928a3faf430d0773c4cf65fc80ff9633166d3bf04aa8f376c994bdf4dfd1445b,169,1,244.31
928ae46911bf3ddd0ec9fb22839ba1605801c53b30049052bfabc5ca1a103c15,537,1,335.3
928bb1a2ad3b5044c677046be185d7e5ec3ac63bb5d1d75b309b0383aa1dccb8,112,1,325.88
928c3e2d42762040cbf0996a51714e41c7aa9351e902cefd76cc260339af5fd0,484,1,290.05
928d3302eb5531ec1d7a99fd054ea1dccfefc311f518a8a461cc91b917de8f7f,291,1,169.97
928d66ab7201f7b53ed8192b9c622493b005b72c2e6bae2bf6f3927d9c5bdc68,635,1,89.94
928ea977e4975e0f65e4ea13429164c420230a51a8b1fbaa721569926b666c2e,329,1,370.17
928f40826a68f8c75a616c4e04da3fb6be5a06a7bce5721516d520e8ff928e7f,396,1,312.02
928fe84c05ee3801027ad1cc881a25a76fb6098d27e83cb62ff25f064dda06c7,296,1,169.57
929074317bcdc44730b0d7c1398a53def22b864624e83da9ea077582053cfdb7,361,1,219.5
9290ec0e5c37b6fe9ee77ed06bd675b9f52e9cfe34c3d366ec6eb7ba763fac35,657,1,192.76
929279b4da1c60732b4c0870cd79811474f05d64f08f2a5e1ad675d422e97fd6,661,1,104.3
9292cbdbe57a14fd61f00ab6ce19999fb522bb515237000206939278e079dccf,38,1,128.88
9294bc0825791e07bf6000d87bccded89de4a9a2fc7b79ed92eceb6dbadda836,413,1,1400.0
92989e556b813251dd488a36bc07325fd8b797f937ce446f67410b80b806e2ed,349,1,83.95
929a0d3e375bcf5541513372508de47bed8e3807db20b7327381010ba51c4f4c,655,1,175.0
929aafbdd77382963ad2e71b19d0d9d0599ca465855218de65fd692972afe88b,483,2,1117.76
92a19ad26da2bb9db48d5d7170211d291d13b30603b0db8540d92b5641575ee6,338,1,275.98
92a1c45fd9599fd04113f0529a5350a7dfa3b31e1cfb35bb33357e319cd9e8ee,386,1,189.46
92a3aedad07f30f01c64a45305c5fbcee6112830c0bfcbc5d3ab1ed902c265b6,83,2,601.41003
