client_hash,recency,frequency,monetary
0d7b8fb38b68f2479c5722c1efeefb99b64660ebd375413d74d0e5e136107690,369,1,189.97
0d7c5decbf7c6b900e6a59bc3d5d4e26f98879341931ad100f1b97a2e267e2e4,86,1,188.41
0d7d56baafd23300407dd0ddad3b5f07113ad6b51b48422a9cd91b0d31a022dc,601,1,116.93
0d803e6ec1e9ae5f0fdf9a7e8fe220c7a1fa6ae1d04da1a5dd189f411b2d6b30,576,1,48.16
0d825c2b4c0d31d89b69ee61bf9ac70acee5242492592eab9631a65a20a20670,671,1,241.05
0d829f4d5d5b3dc9964ace8a785ddeb163be188a4278e954f26ea0a02a6e9e3b,429,1,122.47
0d83f168bead09ed36374cdcb16a7ec93891bd5f647775972c54dc945c8c5335,293,1,105.56
0d85bd99c817dd453e6ea807892d5ff4be51afb40cee0719c686c76cd6dc4195,193,1,298.8
0d85de05030463fd46ab9bb6c84810f94c85a6cfa3f3df5aac1fb737af3873fc,529,1,238.5
0d877ebe73838ebc4e83971d2a60563788e705b7597a8445863e6b65980fb393,280,1,182.14
0d897bc9c2550b39ebcd6a28330ab25f37f379f22e7c9c62161e339e4cdceac5,494,1,126.05
0d8a3f7790bea51fa819211b9357ba21b3107cee71eec9ea65d4668e9ff50aeb,237,2,277.78
0d8ac6d138fcf4fd53358162649e868ce595e8b662be06e50bc4f1cbcf0a1e34,471,3,368.87
0d8be996e1b4dca6a3048ccf12226566df270ca1fea7b340e9d5c5df26f1af51,348,1,78.14
0d8caa169c37a8afac43b654194464c9944bcfe98827e3cd07dfaacf88372289,525,1,430.5
0d8cd2ad20985fe16daeff8a2279ca135be919d22844512357f3fa372650ac84,298,1,550.0
0d8e2c5c0ad6cc69c986be4917bced30b2cc36c6df01da6f95a849e59050f6b7,398,1,104.4
0d8e30d0ad4a06d6edc52d4a9a4c1bf3796fbd9da83e884c428e63a4ecebc53b,645,1,244.7
0d909d44a9f6289b2b319dc2650a4e129c0da5d6fbf9223809dd982dded41637,580,1,242.27
0d9407ba3af8d96bce6b8f006f1ebfcb73102eaffaa5ab1917b5c566b9838687,576,1,165.78
0d9516bcbb206c2dc80add3f47af59a03f4f77963e81b168f365189bdc9b36bc,348,1,842.37
0d9531bba31b038b5141a9a08220dfc125abff4cfbd4ae8f397a90e8b0434d6e,76,2,379.87
0d9802372646fda4dd5eaf27a9f2e44bcf6bf640268cd5df32745b199d759483,536,1,215.1
0d9a0b8992b508284d2a4cca0003f847ceae5528bb2f1cb29c8b2740379166c8,281,1,130.83
0d9a7b0eed32d8f9fd02106dee687ec14d4037f46815892adc740206243b019a,169,2,362.57
0d9b539654b2de325a8115a4758e77d45651ac5538869037f12950d169a0f45a,641,1,235.86
0d9c4b8324e521c05a6e0c9bc7bdf8ffee00465a881599efcb9b709c8451cd66,286,1,94.79
0d9cee54905458ec3d417a85aa7e4e23c119bb24965d5ccc3125a9f60a9018bb,256,1,175.88
0d9d6c9495621add013b3dbfa184fa7eeee68c32b78d80f36a3e69a8c2f4442a,657,1,151.8
0da0ec63a86ebc341904a12fd934052394870f5f909e7b12649792cd0e7eb809,456,1,142.74
0da232f799e1c4e5efe2141501fc34b5bcedd5b93255114ca90791cabfdfe94b,406,1,56.34
0da2bedf858ab1940b62e42f900f06844508b0edca79255c3d7d93bfe080a57c,179,1,161.35
0da470273ca602e52238e4c91c69ff34561bf855589b302963b772bbb691e8ba,401,1,492.15
0da79820b0c5f75e61d4dd39711cc1847cee58f9f04004140f63f8e431a379ee,504,1,192.94
0da79903d0d1a1d9a0ddad9b608a4242a4cbc3ac29e4cf48cb3e2792ffc78f2a,643,1,445.26
0da8564fafc4649cc03bc1a565bdbc8a04f88a6d4a68c1a859b4ca6b4c2b56d6,278,5,838.93
0da85ae4a81fbba4411498e64b3d94a100f5a4a2059c1766672f87fea33aa2b0,492,1,79.92
0da9bd01b3719f469966995b0ee237fdafba0a9a8dd6d55aa1bf134a57faf962,508,1,114.44
0daa6d6124f4caf168c592b3aceafc2c2aaabfb47af2961574f41a63ef008b9d,19,1,330.88
0daef7a6f4c1efaf39ef282c87ef81904d6a6ecc7a75f1957a12d657cc735d8c,200,2,613.5
0db0b25466d0cb964c4028608c7701e625e75b7f3cfb8dd6828a66dc08c40df6,651,1,170.76
0db4deaf3d1dd96c0c38abf5f5b93dd794702378c548952f10ad6b6cfba80b87,23,1,139.83
0db8b4530e364d159d573a72315228f39a4687f974cdcf8824ca1a7401ab060c,661,1,114.3
0db94048a6a5cc9e3d985431907dc23313bc62805f6881f7e482c7d2ef378744,118,1,120.88
0dbb573fc54b0502d1c5cd42be6796300396da90f741e76f436c3f7543813f90,263,1,344.97
0dbbe34586033c7032a509f3efd787d0b0b4199d2c538cae5fa47e2bede92fb5,268,3,237.82999
0dbcadcfafc3232b788f5045bc142f6095c3aa12cd9e508ef400e6fc6e7849d6,314,1,119.71
0dbfc812d22973b6b7f5216a60a9fde8e689470c66e8c29178dc1f4b266021ff,283,1,144.55
0dc1f4ea9437388b7a8533b3688858c0fcf55f873be1ad0b6401088aca47d2b3,413,1,118.9
0dc252e2ec3b27fa562b7c8696222897956f62d9995cb2da0dfd38b7f1d48c5c,95,1,254.3
0dc4820d6e46db447001625a25cfd2d39edd4c22ddd7fabb96a055c508b14ff6,343,1,155.26
0dc4b259e059c5c4197cb45fa5a1efe90d570b14bc7d284b8fe0cf6fde36f8b8,572,2,359.47
0dc4d7be99b8cc6494e509e90c52f079862c23990af0f2947117ada7c01d325d,375,1,151.38
0dc51bd5794bdb1ad15c7d9778cf4b3b4e531c63aeef8739a2018fa209357f07,352,1,140.64
0dc59cd1396ac8537f9a04d8058148bfdf11ba7821bd82c539d3816f4693b962,482,1,99.91
0dc7990b75994344f08053c2e769fd28377d6db48e56b61d5561d8bf7637884d,465,1,149.8
0dc975a083bda92dfa4b7ec8354095810e5584f968e3881391f65a299af68326,460,1,152.77
0dce186955346c6888794c5fd9bd33f573c6fcee1723c8a306ead9dbf1610349,350,1,66.99
0dcf7f65fdecdc8c7b2aa0109541b3691a4679eae4a9872a30610ee7a5996a5c,28,1,169.77
0dd239846fbded1ef379d985d4f17cf41e11d3af2845814d48617df0000e954a,542,1,296.16
0dd30764a0ab4fcbab066e0d1f2a8d8eca55d10a542c39149f64256606d44b97,293,1,175.03
0dd69c0b99092f12c3f6431732c97206f8c32e26e646c94f0086bc71333526c0,642,1,150.68
0dd6bf071c04300b985c8085a5bf5c3ceedc6d028b0f6dec84bb3046b99cbad3,110,2,446.29
0dd8a5c22bbf678e86a43f608f750daa5e1fb1f05f2c6c7cf44d9e79bac9a8cc,204,1,139.97
0ddf979cd2959d616564ed190177c078a4d1a62afebeac5cfddab8cf550557d6,667,1,475.0
0de0037edb78a4e2944dd0b4d368af2007cb78bb8f27c177e69426626e49adbb,403,4,1793.78
0de2394798dbb66333d95c68ebc9fde3b9ee1aa8d86c15ce0bf527f034cf4d7e,673,1,350.21
0de27e9540ba5c21cf0fead7da0156d6c21d1a8a0cd1576c203710dbe8dfc50e,70,1,170.88
0de37e937a2db28291e86719d5204892084a3e5ac7174e416d0b9c432cff8b54,357,1,143.88
0de99bd8c343f52e2db87ff3918612ff6552468e7483c28ba2fe759ae5466380,661,1,220.2
0deadad6e2df500340b7ff80cb38f8cb472203222e869aa0c9f13b369d1e2d47,419,1,232.32
0deaf15b8622ab562c2458a4632b44d53c166bec918828d24fcc5291d4b84606,223,3,1512.5801
0dec7b3f3a62e548793f772872eb8402c5d6bf5eed8400fac78080a8aa766be2,487,1,241.74
0ded464198bfcdd69f734dd4a60c7103be470b1621a6c09b8f084171ba6b9009,21,1,160.88
0dee0bdb2009444fa2bced89190e89d360cb31f7a38c1fb44a895ad32b095aea,237,1,433.5
0df0bd034f2834fa78a3eab3970ba83d20cbf04c576bb29290298a41cf660d5e,549,1,266.77
0df2c9e162c96514e9bef84a46dec4c07cd824b95905958188d0163f9a4d48a1,496,1,195.59
0dfb2ede059642a79c667318f24b672f0f5617199cd17e555f446530d3d537ae,346,1,56.36
0dfba83d2d161f7caa8b89eab8acf8264e7126908e897d78cc1cc0054f0696ca,11,2,633.36
0dfbec574c8f92c144f2a305cb9886a00ae61ab9e78b6200036b735842fa583c,610,1,162.49
0dfc79232c0c07c5704e38902ef18fecade1d8eba45530d0a61eb49942818e91,120,2,378.64
0dfcabb73e617f4039543a92b130a16acc9f89dda39a473853bc8ddca4af8817,148,1,169.9
0dfd13a4d11b4eeceb5285149533d50403987965269146a82910a39e5fab2d42,644,1,350.42
0dff7682d0edef7d15b303b9a5a9918c90dd8fc9883738fe5d61fe0927e34dc7,61,1,510.0
0dff76ef157fb148edb4c2c848e6b153fe1c3ea5f57ffdd029dad24d461b09b8,101,1,210.88
0e0011ad37e50d3fdb3534e58f628e889f9a328f0d41efc9f8df8759b2a31f3d,562,1,125.0
0e00ea3071ab6936be6cac8f326b5328f30f5d7ae6c65a8126848bbedd3a9634,505,1,126.85
0e030cb8ad77b69a4288f1f34020e2c950046e036e9ee735fb3f178d90c3293e,193,1,145.74
0e03566085f633be435061b9db329dd9ae07e546eb235dd3c8d9bef862e7dc21,464,1,425.0
0e03964e48f970881133d936c76212026092e001a267ad56ab3ef57b96d2f5e3,324,1,363.25
0e0448554ddf39c90f668653309cd93504bb0823ffab2f90f2437a5afa1c1339,668,1,148.26
0e0532780f7a826eecdc732157a584459e062b02280349b351257f4174ce4a2e,236,2,302.38
0e085ebc540b3ae578285daa3a8af01135353038b84b605d0ae775ba2955d588,348,1,55.16
0e0aa692b188b8045a047bc5daa4ad647c854659524a0daadf60891da7b85493,669,1,139.45
0e0bbe2727e049fa8081bd9df82cd456ff6845a5f22200c20cdaaf6568bf90e9,566,1,167.77
0e0ced1d47325113047d8539ce696482f04339544d243719475fbe06fffc7adb,248,1,67.43
0e1020a7ec4496d1e2618f8e33575d624d9c66422fd885d08cd226c3abb28789,479,2,779.0
0e111dc976a0e60de4bbfe4ba7ed488a0d6371b9fe7616908689f32cd79197c3,214,1,127.19
0e13c67b30e547e0ba3dda372819c311bd0b7da467ed4aa4931f508c6ac69222,266,1,169.97
0e180cedf1e753d5ee7284c354358d5f2334c46a3fa0960be673a6b67ad584ac,426,3,870.32996
0e19a75a8ea5d58e151ec565176021a81f597f52faabc53c94ab47e8f30b7343,98,1,386.21
0e19fca9dc36d33633de1c2a5e8c835f328e603c0ced465a76404a16734d05ca,531,1,231.45
0e1cf1c55a786281c96ce2a820d49ae679ab80a720d862ddd2254880d58cf5dc,256,1,159.97
0e1d9a69b363254290cf91c711f0dad86f64eed80efe4b36776bf9a12f694acc,369,1,152.66
0e1e30235f0eef41d527bd4953263e71fd6281f27dd0c61aaa4aa57cdfc41be1,366,1,174.8
0e1f91131003b267c9cebd30252ff2c2b5b607944eaa57195832d0fdc2d26ba9,581,1,168.27
0e2001f640f3e026ab3e9d2a26ff512242317ad5691559419cbf0a46fb0c5ef9,634,1,155.76
0e200aa0ead56cc59b5a2fa93766725b182c4badaea20aac2676bab2c6eb33f8,16,1,175.05
0e2113a64d9fb9cb1f75b986ba664e10e4a9e0aa4deb4a1585adf9efee45f78f,291,2,767.02
0e24140101da2ff1fb306f0206f9caa73ff4b194d2c6652d652a06fd4abb10bb,332,1,163.51
0e2778330413f3174ca6c9f2672f1587bde73376f15a2650046bc9136601973f,347,2,158.96
0e27ee6f14c5a44c69caaacfa3e2c963e18458a5cd77f23f74bcf8ff23c7f2e9,523,1,120.7
0e29d8831870b07a41c6b1207453b066531316c706c6c1603cb3ade93280db52,352,1,174.08
0e29f86b62267464c6ad9612e0b8966bc9161c9faadefbde9887cbcfecd0180d,332,1,155.41
0e2c1a2db4539ff8cb2009873879e7492a2ff3b041c940616edceded4c05fac8,543,1,166.21
0e2da9c3b5c124693671e4396ae9935ef10a95ee9cca41bd0cc9fd591e84c8a8,485,1,305.26
0e2e77c8754bfbe7e7d40a607185ba38a1693e9ff9203d8c9e42bad70f60b2c3,277,3,516.9
0e2f38c8bea8ce6392ba9570c3dd76d91f4a5568814a4b1db9e4a024a5367b44,481,1,118.16
0e300c64644e9e85e75a3013e8b6f1291201f6921c13683914cb06fa5f6f8873,449,1,142.27
0e31052419a0a5e6512e60245537a58b16ed2ea115fab1f83d7a0ba67bdfc711,506,1,570.57
0e31cf7e664b8adab4b8fcc9d9c6a665bd2f038f277c625e105bd4319b6dfe36,382,1,166.38
0e3da35bd695a5f00ad6ad08e330600606ad8595193fc24270ed2de2dede89f1,159,1,190.99
0e3f341a0a16928ac6c039a34ea60bb42cdb18e4c364c6ccaf181c8d8a56d4c7,488,1,174.42
0e3f4c5a2d28226e75a1528a7fa2a4e26d8033b066648d2c5fee44acfdc07f9f,530,1,123.18
0e4025a5f959d04d2dfcfd9db06e3a9785a885ef9c5f80e5003c169e07ff81e1,553,2,281.76
0e407b20bcb431ae7eee0e21b72bf6b1e88d730941513aaf1646371d942211c9,167,6,1059.99
0e4198fd7f6f50b9e014b9266c59008029ff8495ed0ec8dea6036afd30344ac3,122,2,352.13
0e42feb02ab8687fd120845833857f04da83839e6995a1ac9ca8dca11532c3f0,156,1,171.72
0e430b2fa881adf77dcdb4fc4671ac71bebc111fddfa8eaaf897305981f63fbb,663,1,159.8
0e44b2ee4a1c5999971128bad5a486034cae67158f1456c80a4cbe78ac498336,381,2,685.75
0e46ab70b97b5265c8c2e977f63b63bf230ae62cc95293485697d38174319c35,596,1,134.6
0e46c2148d90a24f7665a1b06af492949f5e7bdd67b4a5054b8fb32a9fca3da6,390,1,143.82
0e486e53b5529901f4ff6d5ad99040380adf97f5e08462d9e6aab18b4c43cb55,615,2,291.49
0e48d12d4b8730ed30359b3f139a3d31b55c0b6a6264efd01f7410c7e4b9a172,629,2,233.70001
0e494c88dc78a52e57980596e486e4aa2f5b8242337762bcc7d9f5fe93c66ae4,182,2,511.3
0e4a16e80bd173c47e7695aa61da63137dd1822f7da66860ed8345b2972cc5f6,29,1,143.18
0e4b474fa949bd8284a2148447b42b594cf2230dce952d5c3a95f01d691ac20b,423,1,96.8
0e4bf7e67774bed8ec27037bd61d4f5db5743d428e4ec05fcf89f7f5f85832c9,600,1,247.0
0e4dca06b99eff7dc91f7d1e0f418047206c68007e4326ce5386973d0496270c,640,1,370.76
0e4f7eff4664eada56b02433f499aa15ce05c2d4d30220b8ae816a744868cd40,559,1,166.21
0e4fdd59e5ba0a349d74765fc100d293167fce15f109ac42077b26492c5f6419,171,2,368.1
0e509227a0f28966e27c210513ba060a50308e1e4aa451e8995ff2812b926213,251,1,128.93
0e51324995bc571c578d8753a122421cef38b1d3c396b6f1c542192dc34ddac3,52,2,320.13
0e527da541bcafe640fa4b78797b92c0409bab93321bbbfa0c12e1d274622608,432,1,161.1
0e55d1d3fe84e8a40c8d9512c089abb82de1f5a245c0e52b206b4e5a97e158d3,332,1,163.51
0e576d06bc7730828bac4a8a40a2985c8a0ef1e285496f049f9e1cb8bda69307,165,1,351.24
0e58de74f4e27c46319625480a886aec8aad5c5b7a79e370d44023e70c365987,636,1,176.39
0e59a2ec4268a0e6cfec0d578859f598aa1ca4c6f01f6b3bfc68acff27db32d6,126,1,177.03
0e5accc3e50484805046d11c71ca2b366844c42aef08d8f40a256c4fdf790d62,219,1,163.13
0e5c3d0c47d7e34c8960958391c0cada9f30e774ec1451acbf175c4691b1f033,573,1,128.94
0e5cd83b78fabf79692c64d90132f37b78c09130b0e39255e139ea032a8db2a1,160,1,187.07
0e5dfaec0563202ae3c3ce363016996bb90bbf3711f6a8c1ada8ecdc8dc223c3,136,1,266.54
0e61efce8e8ee9198a1d483014ade2e3531f76d72caf32f3f648451ce5b2bee8,476,2,450.63
0e6246da0f6bd565fbf4d78bc6589ba4f5de75ec72b8437010ffe42c890e59b8,28,2,300.47
0e627a0b943aaabbd8274f34d036615540118cd0a882c502391956c78eb947f7,401,1,194.27
0e63fdcd6c98b5d262afa813b974fccf1054edc94a915693216b566a93cd44d0,326,1,294.97
0e642130a2e34cbc549dda410b8d2269506443e0fb76b7943e61edbb9d8181f7,564,2,367.76
0e6452978ba15504f1d5c7289dd1b2951b45a7b6715cdf4236f9072184dace9c,181,3,857.36
0e65ebefc48922ba8670b0340bc409cb19630b2ab98d1efcf3235752662d03ce,327,1,104.97
0e676a5f4eec9dcbfc8668f81dc094ac5e9f00eba18e15d69e6094df3def3e80,364,1,197.95
0e688f908e3d363f90e6eecfb32743eb5991a709017a24df1d5fc042cfea21aa,669,1,197.51
0e6a0112c6d3cce58cc4d3a28de7bd53d1f9698294a9b204c390730619252a40,158,1,173.88
0e6bf1e171cdbc5d8b692305c635c86ba33b8332ad653e3ea8c3ef984b91e6cf,559,1,55.88
0e6c11d043b975640b175ae351c1e3787aca7fb6955be567db2d0dec0ea5556d,368,1,400.0
0e6eba81d9cbf8c948b3768f904d3f9ae1805739b6e3473366037f658852a540,179,1,237.71
0e6ecae2907995b902605c1c82ecfe0339f371ea824372619ad51d19a074d305,578,1,154.1
0e6f16d49ea5ba0e50a2f9f7cf4f0af32f7aaa2f73a4f2bc40a0d1e45d26ff81,157,1,151.86
0e6fd016ed338a6c160404dd57fd150246573bbc02149915c8e28e88adb90de5,346,3,342.85
0e74e9a267d1d82777ce356c859a2af66bf300d44895074a5e5b160903f749a9,334,1,102.14
0e76d9f0730f13d123d3d1d493a46e70601c30f657006dd854e3b7a0a5f31afa,357,1,1583.26
0e788129be2c5a882c6e39ccb83d92590203c1261a222155ea42d5b1037b8ec4,326,1,169.97
0e79a85ce0d9220967f41f900067bd3341fb609b277288c1f8d2e578ade35423,291,1,169.97
0e7eebb557f209a25bcb5fa77d9ad1ba09c3b116dbfe91999131cc31949f024d,354,1,304.72
0e7f152f831e492efba145158d9b6bfd378292540289f7e223d5dd0bfb1df0c6,475,1,141.96
0e7f82a7648640d0fbcc377aaccb2183571a4c3afdf59d1467030257d6e62ebe,382,3,624.08
0e85dc26701a031bc0ae808a530545a80829b20ce5b177bd69836fc0dedf28a7,573,1,192.8
0e87e1d3f2b7024969f917525d25feb7d43cc7b19b3d9a46892a8009a5b26959,676,1,317.76
0e87ed65a9f042847f147a8f01ddbe69dbed7e9b48b510cf487b8e20ed2e6b1d,252,2,300.27002
0e8957bafb7795f0290b5681e2d2c6680260c391308da1d3bc7d3c60e4edc5d0,153,1,180.31
0e8ca56f356049d0d374aa2ad6af4f7999f5ef2641c9818730173d31fa48a406,104,2,284.33002
0e8d06711d6528b632d77bb0b94073761fed711bbfa6739883b0e41f2c826b6d,90,1,193.88
0e900b4a5ff71d3ceadfecb2b51c081e71bb6b747b7a490b3ffb54d76f8b3559,381,1,429.0
0e919eaf18268df5d4710b738bd1aba62673de7f4a923256f79dad0ffc33a79e,186,1,577.11
0e935b6e10a8109c716b790a7eecdb9f47252c0b8c0915b4cd957e57b7647700,277,2,470.34
0e93a2bb1b0cd010adf74b7754c05c45a13d9c0044c00d5e50c87c4e5942a13c,342,3,851.57
0e95de151f90201d6780e872fab23efd59ab1eda5fbf3f5553169f94dc5c9762,393,1,341.26
0e97647e4b55f6e474cfe569e87b6a7ae1df36cd6803fda7bbcd77683a907e30,305,1,82.9
0e9a092e0c38ca3b868e87b589f6fdfda82e7b3ccf0dc36a09f8ec96c2d1f1cb,170,1,217.49
0e9d51a7c640f08e19653b5c8ba21f7464262587a815ad212add0c05c48848d7,462,1,485.26
0e9e25a849427bf60a15ebe222c67f7fc21a2a7d12eae379145b5472bfee2821,158,1,640.88
0e9e8d29f3257064c9b367779f4f40bdb633ef541f23325f6ddd3b7a6195089b,237,1,429.97
0e9ee64e470fcb5b9cb37061c091ea51ea0a33f8fb98c8a766390ce5d5a747a1,110,1,70.88
0e9f0daea237aa75f582d505311706c9934231ed291b8ddad9dd4c3568633e7b,328,1,194.77
0ea0b36e3cb4636f6a3702d8c27a7b012eae78ddb1564fb44660331bd8185732,673,1,115.51
0ea125856bc0f1ab94e2a684dd9a38c89027d756951ef465a2d50855e68b2ac6,6,1,160.88
0ea135b656ca9896d28219fec12c88f23e96cd9013ffcea43984e4dc76a85757,413,1,105.52
0ea21013f0f1a4e3f0afa3e8088c3d67d1746908d4d05398e07e2bae61633258,661,1,83.16
0ea22ff9d9426964da7f207ee00bfdbd8ce4106c87076773b445b1d897f6d7e8,417,3,495.29
0ea403f296627e428aca8f84fa23be40dd005225354e9cfe68839c0b0d3e84d6,212,2,342.13
0ea52f6052a946ce2dbf376f1ffed9bebb5728f2bc0b55dbe90f08eafbaaf285,666,1,168.99
0ea9a53306c827aa1386706f440e0131aabffca62a178f6476e6f70dddd773b2,255,1,271.97
0eaae093607f16ff67a68d8d2a20b1d7c843cc47867a702a8be348f2bd48e7c8,468,1,183.42
0eacc8a3b2ed55e8072b41dab7d6f70567689a695ae3ea7fa9b4fbd4970c6cef,67,3,1097.15
0eae403d37ae788c528f8fa6bbe3ff6b15e349d25ae5e45c3c91732db15af3c4,539,1,111.18
0eaf2b06990d3c037bff3d04926895118394a433885bc65be64534a3e3abb5dd,356,1,280.48
0eb39b090adf30ef5be6c7386aa6fb396644d96b11f8ceb0fefbefc97ae55550,324,1,175.92
0eb3ab56d37c636b70e470af2c141f91d7d9e47cacd6c6be762b3cb782b2550e,319,2,254.64
0eb4c814192075bf9f488b2bfbf96634577277d2b2e4c5b84a0c3267d8862ac6,160,1,144.21
0eb5b6691bfca32fc38e69215f969e5489cd3dc68b9130b0a0f675765bb1604e,274,3,589.13
0eb630e3be683b8cd293f95246f9743bd404b0e880375bfdc41bbf43b766105a,572,1,400.0
0eb6c9abfec4afdc68f61407e28504380387fd5e751178499a4fcfe6575d7a7d,581,1,130.26
0eb83d09976bc2481ede742e150817680b3d8218019721197a090254f095e018,123,1,450.0
0eba5870320c90cc5bb43ec87a7682e7f1f45368a03c86673d87d76286a4d3bc,446,2,492.76
0ebac8cea6d7454f4670c9d6ad7310ae7d7dd6124ea111f5f55ce7a7f7232883,469,1,237.76
0ebbe5f1d674431f7bf4364e628cac3c6197832ce8ad8843ab001d58572ad7d9,517,4,1138.16
0ebc9185accea8d65f98e3960401482f4a4d8f5e137c2e96e2e68d218923b69f,429,1,274.42
0ebcaef3100fc493e9184068c47b3dc72617405ee5c6fe2c3472b7473ab2d7da,328,1,232.92
0ebd164a5cc6e7bae39cd90223f8d18caa346a813680149b8463b9971a09813e,435,1,109.42
0ebd7f410ff56168b06f5b8772b60483230ddc59d55fd663efe7b0e69e7ca862,351,1,336.8
0ebe631dd1505a97fc68bacd6f5706fa25b31677c2754bdb3d4de63d83544b16,352,1,194.12
0ec0421e7f2cf73bcb67b8241f29189ff92c40fd37a4bb6b178106dd7596807d,4,1,190.88
0ec149dd8054782fca526240870f00855d0c42a3dbe9e0ee61303000aba26a07,258,1,189.91
0ec1a45c1e06884030f2c9467e5e5e16f79fb3dab049daf82264a1009c519d30,545,1,149.77
0ec2ecc7aa246d68b5c2a72587dd7b67498ba46fd47e6370214fbb0014c0d076,372,1,421.2
0ec42f996f522051ff7a69b7a942a245abb328d92400c0831bb5c5e7294169d8,559,1,130.1
0ec447c7e0cf66f4d9c95456eb126a28b28aeac21d4eb9c857d42cd284b1a338,503,1,265.26
0ec52a83e03fb5a902a5acf632140472774c1a81100623753508ef142c3aca0f,612,1,103.3
0ec7ffeaa432bbb07bba4a34d7b5cef7a7ef2094586779c13659e12eed1ebeea,533,1,120.1
0ecae9c00eff480302a19cb44e48224e11e2fa5eedc27e04fa2d1a1bd641d874,378,1,132.47
0ecc3535cde9b4766ec6149633a778b230b88d20fb01472242b6933d17b340f0,606,1,265.26
0ecd8cc3d1b06d514b04bd6cc7ec9f589b2ff44cfc26fce1f1a63d30e867aea3,146,1,198.38
0ed1e3c030c4b52c7692acfde74e05e870ad1ba67e65dd3bc0bad4944a3fc1cd,389,2,243.42
0ed270994d6e53b32bca1052b18e5622f488d32bec54aabf1fe949c082e40366,647,1,171.12
0ed3924b87920d80706e4f004c3cf7fbfe9e1ef7837002b118d57a15d1a58066,78,1,164.88
0ed51242c02633bda89948522b965c945ecbac6ce8155d2e711dbc1a75ad5802,382,2,323.12
0ed562ff20fdcbd76475986f59e2bfe5e66a48a88342cbf25ff1cf595b11c0f3,331,1,219.16
0ed64157c4b8ba112b74788c56bead349091cf71bf22dbc0ed4ef918b3763165,535,1,164.31
0ed9125b366198fd025c5a6c36a6e59d8ea09616c28a290b7a2d88b15e7ebbf2,191,1,776.53
0edc4b4fb6fe5be1c4873b9d5574e5e29f22aaabdb5d8f4b0be77644b50e16e0,196,1,110.88
0edeb1b6495388989fc0ace8cbc541d4ed8f5a3541d5a4956602426e9bb76702,266,1,295.37
0edfd4d4de47096422d4d0f42866be1be887c4996c55a5f6a9a7084c445676a8,558,1,178.76
0ee3a691c31d8968cb097900ebad6c218551151d43841a6a3f02556c8d4fa045,242,1,85.99
0ee3fee768924f210f949b12884d8bfd7e52e3bc4341b820c3fe87290596072f,608,1,139.8
0ee69c3d6fb2f9962a16a36ee63b562f16f847aa8f3c2546362f156b38968b75,536,1,215.1
0eea93ff4d7afcfb7222259d194ee67bf6c565478f96c3e6dc699d293c86db5e,109,1,171.99
0eec5271ec9944c0fabd15b68b54e7c803375298148c930386ed5a9dd43a858e,534,1,145.05
0eec7f53ca983bc1f8ebbad92b55317b9fc44bd6bff5d75d3ef3695175b27d8b,41,1,187.21
0eeda96b4f0361fb1f96c76da66ec42d89b9fe55f08aaaf7dd18e97d056485f0,671,1,168.16
0eefb30b03299df022ff8eb3399f25efa3e777ca146062c930985bd4a538d998,283,1,524.41
0ef118de53be3d06341c985feb0f395ad0f22ccd25f0f3103ae8a95315edb9fa,613,1,97.97
0ef1aa2cc2954049dc809508831a7d81f3d16736fd6bf62eeb062b1bf95ab6fc,489,1,55.68
0ef3a646d91683c7b05dd5988aa41104f9be94eadb644bacc9b739700a0e62bf,360,5,749.46
0ef49bbdf653af5646b964b139d6a0ba5d24680478193c02de49dd7a11759802,300,1,301.41
0ef8013b142c5d88b965c890309e5af3f12a1aa350d335ac8a641a84f4e23c52,405,1,193.51
0ef91e040d348ac27d9cb39999b2fcd30f0aaa888b03c4311a229a9da23d9869,309,1,188.32
0ef93f63ed61b21026ff8549a2a8e55443fa526e3f8adfe6623836594e2a50a7,393,1,232.91
0ef97edb9bdaa381d06c43efd08a5ac6118bd7822e2930d3187d065bf51a0ae3,316,2,572.69
0efc42f5a165e4e691edd94e15f456ba87a137e920b4e58487c80ce97bfbdf14,363,2,277.96002
0efdf30fec0b5611406f85df47aaa6b1159b8145c897378e2b12c25a8a0979af,481,1,62.62
0eff838caca6dcf21feed32aa60b9a8566ecb9a568a100e06bcdacb68d8d9801,441,1,54.91
0f012dbbe785d3b148e16d770c35776ae7ca97c558b4a6e081181ec0ac869c96,589,1,123.68
0f035c0c10e4a8f44fba9a5f6c332485c58242c6136fa6429f53945ed12e7e06,446,1,309.61
0f050478de6051f3e03a852ef4f3baf17e0f5790e09a04447c66da7933d7ec14,224,3,1005.79
0f065840c8f6b90f5091dbc6340e4e082af4626832a471b8636521d4e4b27819,161,1,281.88
0f0665966e3170b163e7094a069b4259cfae93ec8f5036b00b4f90eda1691817,68,8,5381.37
0f076ee2d103792f9395cf933def9ac06f3f47c4ff737dcc8740531b24a8bba2,146,1,154.73
0f097243ece9313ef9bfaf27829defaa33a3173704373e962a6e392b9077922e,49,1,115.56
0f0fa0a63b3e97860b29107d2e66447f77294c8343c730190bbfa640a32deef5,441,1,107.26
0f1125577328fad87027a10e0f7c042b22460bf6c9e355976e598d9f172c83c2,347,1,110.95
0f11c8276b741a620378ba50b8e91425d61d026e1e809369cab242d361cbca25,652,1,331.6
0f19a58518167ef4efe6114ad6dc35c3cba24f903b460e3257651f9d6b06aef7,433,1,196.29
